annotation_id,conversation_id,customer_id,turn_count,D1_context_specificity,D2_action_specificity,D3_dm_redirect,D4_observable_outcome,customer_messages,agent_messages,evidence_complete,action_observed,customer_reaction_observed,dm_redirect,notes
92,1616325,297095,5,1.0,0.0,0,negative_reaction,"@115851 Your goal for 2018 should be fix your major shipping issues. We pay Prime so @115821 can take 2 wks for something to be... || @115851 @115821 ...shipped from your warehouse. 2 day shipping means nothing when it takes TWO WEEKS 2 even be shipped FROM UR WAREHOUSE || @AmazonHelp  Ive already spoken to customer service hence my frustration.It’s happened before where if it hasnt shipped by now,it never will || @AmazonHelp ...name?” “By the way, what’s your address.”","@297095 Hi, sorry to hear that, some orders may take longer to dispatch, has the delivery date stated in the order confirmation email passed? ^JJ",,,,,
93,1035132,364857,4,1.0,1.0,0,silence_after_action,@115850 I have a brand new Samsung refrigerator waiting to be installed. 405-2344255-8252311 is my order number. 2 days and counting.,"@364857 I’m sorry about the delay in installation. We will look into to it. Please connect with our support 1/3 ^SB || @364857 order details as we consider them to be personal information. Our Twitter page is visible to public. 3/3 ^SB || @364857 team here: https://t.co/vlvfJr4nN9. We’ll sort this for you. Also, please don’t provide your 2/3 ^SB",,,,,
94,1007736,358468,10,0.6,0.0,0,negative_reaction,@AmazonHelp Today you couldn’t deliver because you couldn’t gain access to a flat that has a trades button AND A PORTER who could have given access...👀 || @AmazonHelp What a shambles of a replacement of an order you’ve already messed up quite considerably || @AmazonHelp That will be the fourth time about the same item. It seems there’s not a lot of point because you just cannot get it right! || @115821 customer service is so slow and painful. If you can fly a package to someone with a drone you can run a functional chat feature... || @AmazonHelp Two disconnected chats and a third attempt later and my Prime package is still four days late but marked as ‘handed to resident’. || @AmazonHelp Re-sending (which I requested to a different address) or a refund. But neither really solve the problem that it’s Prime and late.,"@358468 This isn't at all what we intend! Please, do report this directly via phone/chat here: https://t.co/JzP7hlA23B ^JE || @358468 Sorry for the poor experience! Without giving account info, can you tell us what's going on? We are here to help! ^AD || @358468 What options were gone over when you contacted in earlier? ^DO || @358468 I'm sorry we missed the mark on this order! Let us know if you have any issues with your replacement. We're happy to help! ^JS",,,,,
95,2819197,785814,9,1.0,1.0,0,negative_reaction,"Ordered One Plus 5T on 20.11.2017. Received this instead on 24.11.2017. Now I am asked to wait for the investigation team to trace out the product, pending which they will neither return nor deliver a fresh piece. Absolute nonsense!
@115850 https://t.co/cdwH6fA5mB || @AmazonHelp I have raised an issue with respect to the same last Friday. And I have been assured that the investigation team will try tracing out the product ordered by me in 3-5 days. However, I am appalled by refusal to send me another phone notwithstanding the pending investigation. || @AmazonHelp Reason being, I should not be bothered about the location of the phone I ordered as it did not arrive in my address. You should have ensured delivery of the product ordered instead of saddling the burden on the courier services, which is anyway your internal issue. || @AmazonHelp I am concerned about delivery of the phone I ordered asap, else you are to initiate refund of the same with immediate effect. The delay caused in delivering the product due to the negligence of your courier services or for whatever reasons should not be saddled on the customer. || @AmazonHelp I have filled in the details.","@785814 I'm sorry about the wrong item delivered. Kindly share your details here: https://t.co/beaaDm0muc and we'll look into this. Also, Please don't provide your order details, as we consider them to be personal information. Our page is visible to the public. ^GK || @785814 Apologies that the investigation team is taking longer than expected. The issue is being looked into. Kindly keep a check on your e-mails as we post all the updates and reply to the correspondence when needed. ^KK || @785814 I completely understand, Soumya. As this is social media, we will be unable to access your details from here. Could you please confirm if you've filled in your details through the link provided earlier? If yes, please be assured we'll get back to you at the earliest. ^PB || @785814 Thank you for the confirmation. I would request you to wait until we check on the issue and connect with you.  ^KK",,,,,
96,1200006,401958,5,1.0,0.0,1,neutral_reaction,"@AmazonHelp ORDER no 4__credit_card__ placed on 12/10/17 not delivered so far , please refund my money or send mobile phone asap || @AmazonHelp I have sent you DM also , please reply to my message","@401958 We apologize for the delay in the delivery. We'd like to help you. Please share your details here:https://t.co/GIJyeYqKE0. ^ZH || @401958 Please don't provide your order details, we consider it personal information. Our Twitter page is visible to public. ^ZH || @401958 We've responded to your DM, please check. ^KA",,,,,
97,431084,217507,4,0.6,0.0,0,positive_reaction,Still awaiting my copy of #TurtlesAllTheWayDown. The 'Delivering' status on my @115830 app silently chuckles at my increasing impatience. || @AmazonHelp Nope not yet - due for delivery today (day of release). I'm just super impatient to get reading! Thanks! #TurtlesAllTheWayDown,"@217507 We would like to help, Sami! Just to clarify, have we missed the expected delivery date? ^AL || @217507 We're excited, too! Let us know if you don't get it today! ^TK",,,,,
98,480451,229180,3,0.25,0.0,1,positive_reaction,@amazonhelp hi..i havea query.. can you just dm || @AmazonHelp Pls reply me ASAP..thanks,@229180 Thank you for writing to us today. We'll reply to you via DM. ^SG,,,,,
99,932290,341145,8,0.7,0.0,1,negative_reaction,"@AmazonHelp Hi Amazon, you've locked my account.  How do I get it unlocked? || @AmazonHelp Thanks, bit I was promised an account specialist would contact me within 24 hours yesterday AM and nothing happened || @AmazonHelp How will the account specialist contact me? || @AmazonHelp Okay, thanks.  The account in question is __email__ || @AmazonHelp Hi, I've received a reply and my access has been restored, but the account specialist has deleted 2 outstanding orders || @AmazonHelp Am I able to contact them directly?  I've received an email with ""Please don't hesitate to contact us"" but I can't contact them!",@341145 I understand. We have responded to your DM about your account. An account specialist will contact you within 24-48 hours. ^AL || @341145 This team operates via email only. ^NV,,,,,
100,2873263,206110,2,0.6,1.0,0,silence_after_action,@115833 I can not seem to have the option of writing a review for Alexa skills can you guide,@206110 You'll receive an email to write the review. Kindly wait until then. ^SH,,,,,
101,426985,216558,4,0.75,0.0,1,positive_reaction,so disappointed in @115821 even the CSR was upset for me. Your service is HORRIBLE.i take days off work and still NADA. #standbyyourword || @AmazonHelp I just spent an hr on phone now you'd like me to type and exodus? If you'd like to discuss please DM me or phone call. Thank you.,"@216558 I'm sorry to hear you've had a poor experience! W/o giving sensitive acct info can you tell us more about what happened? ^KH || @216558 We can DM, if you would prefer. Please direct message us when you have a moment and we will be happy to help! ^AL",,,,,
102,379131,205968,6,0.75,1.0,1,positive_reaction,@115830 I’ve had a totally unsatisfactory experience with customer service this weekend. Can someone from a UK office call me. I’ll dm || @AmazonHelp I’ve messaged in the help twitter account. I have serious concerns of fraud and was fobbed off. I would like someone to call me after 0900 || @AmazonHelp Thank you. Will it be s UK call centre as this is very important. I tried to get resolved over weekend and got no where.,"@205968 Sorry to hear that, you are welcome to DM us. Please don't share sensitive account info. ^JJ https://t.co/1XyLaGkcaN || @205968 Hi, we don't have access to your account here, please contact us at your earliest convenience:  https://t.co/JzP7hlA23B ^AT || @205968 We do not have UK specific contact details - it's for our Customer Service team. ^TD",,,,,
103,956292,311606,3,0.7,0.0,1,negative_reaction,@AmazonHelp Amazon has no control on their delivery team . Poor service || @AmazonHelp Copy paste Reply never serve any purpose.,@311606 We've responded to your concern via DM. Please check your inbox for the same. ^SV,,,,,
104,1118053,383808,4,0.75,0.0,1,neutral_reaction,"Waiting since 5 hrs for a bed assembly from @115850 home services. No contact details given for carpenter. Worse escalation.
#BadService || @115850 No sign of service guy yet! It's been 7hrs.","@383808 We have responded to your DM, please refer. ^MP || @383808 My apologies for the delay, Nandani. We are working on this and will get back to you soon. ^KS",,,,,
105,1619389,496416,3,0.25,1.0,1,silence_after_action,@AmazonHelp Please help to resolve the problem. #Amazon,"@496416 we've provided to you via DM? (2/2) ^MO || @496416 We'd like to look into your concern. Could you please confirm, submitting your details using the link (1/2) ^MO",,,,,
106,447182,220935,4,0.75,1.0,1,neutral_reaction,"This feels like a bit of a random picture, @115830... just looking for a kid’s t-shirt! https://t.co/sipeeXNUZT || @AmazonHelp Sure - I was just looking for plain t-shirts my niece could paint on and this definitely didn't fit the search! https://t.co/gqRGB6I2Jz","@220935 Can you link us to the specific item you're looking at so we can investigate this? You can copy and paste the URL into your reply. If you'd like to DM us, you can use the link below. ^NC https://t.co/1XyLaGkcaN || @220935 The image has been reported and forwarded for review. Thank you for bringing this to our attention! ^JS",,,,,
107,2234307,651731,2,0.4,0.0,0,silence_after_action,"agora tem @117086 aqui, que maravilha 💸","@651731 Muito amor, né? &lt;3 ^VL",,,,,
108,310803,190222,5,0.45,0.0,1,neutral_reaction,"@AmazonHelp yo. Hmu in those dms I got an issue on a couple of my orders || @AmazonHelp yo, I've sent a DM hella mins ago where y'all homies at? || @AmazonHelp Where's my reply big homie, need some assistance with yo broke system",@190222 Thanks for reaching out. You can send us a DM through the link below: ^GG https://t.co/1XyLaGkcaN || @190222 I'm sorry for the wait! I've just replied to your DM. ^AM,,,,,
109,2067271,611311,5,0.4,0.0,1,neutral_reaction,@117086 me ajuda pelo amor de DEUS || @AmazonHelp vou mandar uma dm! 🖤 || @AmazonHelp Respondida!,"@611311 Olá Querildo, como podemos te ajudar hoje? ^VL || @611311 Querildo, já te respondimos a sua dm! ❤ ^DA",,,,,
110,1421291,174310,8,1.0,1.0,1,negative_reaction,Someone playing with my kindle ordered a Sidney book and now can't find a way to cancel that shit. There are other ways to spend that $7 || @AmazonHelp Hello TS. Thank you for reaching out. I've tried to follow the guide but still can't see the option for return. Can I share the order no? || @AmazonHelp Can I DM? || @AmazonHelp That's exactly what I wanted to do so that you can cancel from your end seeing I am not able to even with the guide,"@174310 Hi, you can return the Kindle book by following the steps here: https://t.co/n1zCeindGF ^TS || @174310 Hi, we would not have access to your account via Twitter. Are you getting an error message when trying to return the item? ^CR || @174310 Yup you can indeed- we would ask you don't provide any personal info via DM either such as order/acc info. Thanks ^NV || @174310 If you contact us here: https://t.co/hApLpMlfHN by chat an agent should be able to assist you. ^JJ",,,,,
111,566704,252870,2,0.75,1.0,0,silence_after_action,.@115821 Why did you send me the European version of Forza Motorsport 7 when I live in America? https://t.co/W8envXCQ75,@252870 Sorry for the trouble. Please reach out to us to look into available options with you: https://t.co/hApLpMlfHN ^RR,,,,,
112,1682728,511528,3,0.75,0.0,0,neutral_reaction,"Hi @115821 any reason why a @115786 One X preorder is not delivering on day one?

@AmazonHelp @115828 @XboxSupport #XboxOneX @126456 || @AmazonHelp It’s released nov 7th but amazon emailed me saying it will arrive nov 9th",@511528 Have we missed the delivery date provided at checkout? Did the item qualify for Release Day Delivery:https://t.co/i2SKI7aQai ^ZW,,,,,
113,236169,172248,17,0.6,1.0,1,positive_reaction,"@119625 Can u please tell me the concerned contact regarding film acquisition in india. || @AmazonHelp The link u ve sent is different-M afilm maker &amp;wnt to get in touch with the concerned dept whch deals in movies(theatre)acquisitions n India || @AmazonHelp hello , i have filled the form sent by you, please let me know further... || @AmazonHelp Thank you so much.. waiting || @AmazonHelp How long will i hve to wait for this? || @AmazonHelp I have received it.... which address should i reply the details to? || @AmazonHelp The msg is in my messagea in the amazon app..... i dnt see this email in my mailbox || @AmazonHelp Reply to your email has been sent.
Please check || @AmazonHelp Thankuuuu so much... waiting","@172248 We're responding to your query via DM. Would request you to have a look at it. ^AB || @172248 I certainly got that. Kindly drop in all relevant details in the link provided earlier and we'll get it shared internally. ^AB || @172248 Thanks a bunch for sharing your details. We will reach out at the earliest  to make things right for you. ^CB || @172248 We appreciate your patience. Our team will get back to you soon. ^SK || @172248 Sorry for the delay. Please check here: https://t.co/NTkrxpsbHJ if you've received an email correspondence from our team. ^KA || @172248 Request you to write back to the email you've received from our team with the details and we'll reach out to you. ^GK || @172248 Thanks for the update, appreciate your patience while we work on it. ^MJ || @172248 Thank you for your revert. We'll reach out to you with an update at the earliest. ^SA",,,,,
114,238783,172795,5,0.75,0.0,0,negative_reaction,"@2600 so it appears I am supposed to use Amazon.fr because I live in Belgium? How can I change the language, like on Amazon.de, pls? || @AmazonHelp and can't you implement the same multi language option like on Amazon.de? || @AmazonHelp so you force a country on a French-only platform. And 60% of that country speaks Dutch, available on Amazon.de","@172795 Hello,it is not possible to change the language on the French website, but we offer help in English https://t.co/3WwJvvj9jD || @172795 I'm sorry it's not possible for the moment ^ Ko",,,,,
115,2776362,775759,4,1.0,0.0,0,neutral_reaction,@AmazonHelp why have amazon charged my a extra pound which will effectively not allow me to buy an item as I’ve got £100 the item is £99.95? || @AmazonHelp Does this mean I have to put more money into the bank?,"@775759 Hello, this certainly seems to be an authorization charge. You can learn more here:https://t.co/9M8kZ2XMNU ^CR || @775759 Hi Matt, authorizations are usually released within 3-5 business days though some banks can hold them for up to 7 days. Amazon will not charge you for your order until it has been dispatched, If you consider these timescales the funds may be available for you. ^TI",,,,,
116,69662,131787,4,0.45,1.0,1,neutral_reaction,@AmazonHelp I've sent a message.  Please check and revert. || @115850 hey I need help regarding my order.,"@131787 We have responded to your DM. ^SF || @131787 We'll certainly help you with your concern, Adit. Could you please elaborate on the issue? ^SY",,,,,
117,1867292,557821,4,0.0,0.0,0,neutral_reaction,"昨日、長男さんの誕生日プレゼント用にAmazonで加湿器注文したけど、支払い番号のメールが来ない。
(இдஇ; )
いつメールくれるのかな？
早く支払いしたいのに… || @AmazonHelp 連絡ありがとうございます。
(•ᵕᴗᵕ•)⁾⁾ぺこ
支払い番号のメールが届くのを待ってみます。
(•ᵕᴗᵕ•)⁾⁾ぺこ",@557821 お支払い番号は出荷準備に入り次第発行されます。大切なお誕生日のプレゼントのご注文で、心待ちにされているところ恐れ入りますが、、お届け予定日を目安に番号のお知らせをお待ちいただければと存じます。https://t.co/kMoy2aLjYq  SM || @557821 恐れ入りますm(__)m よろしくお願いいたします。 EK,,,,,
118,1393972,444187,4,0.6,1.0,1,neutral_reaction,@115850 @AmazonHelp @115821  #worstcustomerservice whole day wasted nobody came to collect the faulty device || @AmazonHelp Hi! Don't you check your DM already done that. #worstcustomerservice,"@444187 I'm sorry to hear this. We've responded to your concern via DM. Kindly check. ^VN || @444187 If you've shared your details, our team will check and get back to you with an update soon. Request you to wait. ^NK",,,,,
119,2267186,235034,2,0.85,0.0,0,silence_after_action,Leider passiert das viel zu oft wenn @116316 mit #AmazonLogistics versendet. Und dafür zahlt man für Prime... https://t.co/eLnT6myQxI,@235034 Melde dich bei uns im Amazon.de Social Media Team: https://t.co/cUDnC8mjd7  Wir haben über Twitter keinen Einblick. ^BL,,,,,
120,340491,197325,6,0.0,0.0,0,neutral_reaction,"Amazonで注文した商品、お届け予定期間を過ぎたけど、届いてないまだ… || @AmazonHelp マーケットプレイスでレコードを買ったんですが、海外からの発送のせいか配送状況がわかりません。
以前、別のレコードを買ったら海外からの発送で１か月近くかかりましたので、今回ももう少し待とうと思います。 || @AmazonHelp わかりました。ありがとうございます。","@197325 Amazonです。ご心配をおかけしております。発送済みの場合は注文履歴よりご状況を確認することができますがいかがでしょうか。SK || @197325 さようでございましたか。お待ちいただけるとのことですが、もし発送状況について確認が必要となった場合は、出品者にお問い合わせをお願いいたします。https://t.co/bpqWb4Zbe4 MH || @197325 とんでもございません。
お待ちいただく形となり大変恐縮でございますが、どうぞよろしくお願いいたします。
また何かお困りの際にはいつでもご遠慮なくお知らせください。　MH",,,,,
121,1209882,391729,5,0.75,0.0,0,neutral_reaction,"AYER: no llegó por ""incidencia logística"".
HOY: 8:17, ""en reparto"". 13:03, sin noticias.
@AmazonHelp responde.
@137605 no responde. https://t.co/riSxUhLkHp || @AmazonHelp @137605 La entrega. Día 2. https://t.co/LuJ0SYJgKG || @AmazonHelp Esta ha sido la única respuesta. Por DM, nada. https://t.co/DLyuvb3JaX || @AmazonHelp Ya puedo levantar el campamento. @AmazonHelp, @137605, al fin ha llegado.","@391729 Hola Manguzmán, lamento el atraso, ¿Has recibido alguna respuesta por parte del transportista? ^AZ",,,,,
122,826605,316899,6,1.0,1.0,0,positive_reaction,"Hey @115821, what do I do if https://t.co/iFw36EbhrS says I rescheduled delivery of my package, when I absolutely did not? I was looking forward to it arriving tonight. :( || @AmazonHelp It says it was shipped via USPS. || @AmazonHelp With an expected delivery time of 8pm tonight, but it was rescheduled (not by me!). || @AmazonHelp Done. Thank you!","@316899 I'm sorry for the unexpected change! Just to confirm, who's the carrier on the order shown here: https://t.co/q4LAMZ3tbE? ^JN || @316899 That's strange. Let's take a closer look at this with you. Please click here: https://t.co/hApLpMlfHN so we can assist. ^NM",,,,,
123,2545339,723481,4,1.0,0.0,1,positive_reaction,"I'm very confused @119038 and @115830 I have Twitch Prime, I have linked my Amazon UK account to Twitch. However, when ever I log into AmazonUK it tells me I have no Aamazon Prime, are those 2 different services? I thought they were the same thing. || @AmazonHelp Thank you. Having done Twitch Prime through twitch I was just confused. Thanks for the help 🙂","@723481 Hi, Amazon Prime and Twitch Prime are separate subscription services. It is possible to link them but you would need sign up for Amazon Prime first. You can find more info on this here: https://t.co/pMeABXOEOY ^BZ || @723481 We wanted to chime back in &amp; help clarify our response! Looks like Khaine &amp; Eli have given the correct info.  Twitch Prime is included w/ the Amazon Prime subscription, you just have to link the accounts. If you're having issue w/ either, please DM us. Game on! ^TM https://t.co/1XyLaGkcaN",,,,,
124,838266,167356,8,0.6,1.0,1,negative_reaction,"@AmazonHelp @AmazonHelp  apart from understanding concern and apologising, did u ever got a chance to say, ""we are happy to have you""? || @AmazonHelp @AmazonHelp  y u can't keep me happy and say thanx? Everytime u say sorry. @37071  enjoy dis. || @AmazonHelp @AmazonHelp  u always understood the concern but didn't do anything. Loosers || @AmazonHelp @AmazonHelp  Ur useless","@167356 Sorry about that Mihir. Please share your details in the link shared via DM. ^HN || @167356 We've not yet received your details yet. Kindly share your details through the link provided earlier and we'll help you. ^EM || @167356 I'm sorry you're upset. We'd like to help you. Did you share the details after the recent request? ^HA || @18454 understand your concern, however, currently we wouldn't be able to transfer the remaining pay balance to your account. ^RD",,,,,
125,2652306,748025,4,1.0,1.0,0,negative_reaction,"@115821  I never knw changing d shiping adres for a product orderd would be such a headache n wud end in not receiving a product.
I actualy plnned to gve a Phone to my mum on her anni n I get to knew tht the order cannot reach to me due to some run time error
#improveYourservice || @AmazonHelp @115821  the link says you guys would reply in 12 business days ?
Can this issue be sorten out ASAP ?","@748025 I'm sorry your order hasn't been delivered. I understand how important the package is. I'd like to sort this out, please share your details here: https://t.co/jd9WdSHCfi and I'll get back to you. ^SH || @748025 We have received your details. We'll work on it and get back to you with an update at the earliest. Appreciate your patience and understanding in this regard. ^SB",,,,,
126,387122,207638,6,1.0,1.0,1,negative_reaction,"@115821 You guys Acting very smart. Every time I face delivery issue. From Saturday onwards my product shows out for delivery, (1/2) || @AmazonHelp I dont understand, wht is wrong with you and with your courier agency. Please find delivery guys number +91 7007438874, 7506020139. (1/2) || @AmazonHelp Very rude ur courier team. Dont know how to talk with the customers. And you guys dont take any action on them, thats why the are free (2/2)",@207638 We're following up on your concern over DM. ^YP || @207638 Please fill this form: https://t.co/beaaDm0muc so we could get this resolved and revert to you on priority.(2/2)^RS || @207638 We apologize for this. I will forward your feedback internally to help us improve customer experience.(1/2)^RS,,,,,
127,145769,149064,7,0.7,1.0,0,positive_reaction,"@AmazonHelp: Hi.  Is there any way to Cancel amazon Prime Trial so I can use it at another time? || @AmazonHelp So, can you confirm, will I be able to Active the Trial at a later date or not if this is Cancelled currently?

Thanks! || @AmazonHelp I mean, is there any way for users to De-Activate Trial of Prime?  My Trial hasn't yet been Activated, so just wondering if I can prevent this before is it fully Activated?  Just curious.  Thanks in advanced! || @AmazonHelp Understood.  Thanks for your answer.

How long does the Trial last for?","@149064 Hello there! You can definitely cancel your Prime trial at any time, but you will not be able to use the free benefits later. If you don't cancel, you will automatically continue to a paid membership after the trial: https://t.co/vlwG9yh30X. I hope this helps! ^SD || @149064 Even if you cancel the 30-day Free Trial, you'll still receive the benefits for the remainder of the 30-day period, and won't be able to active a Free Trial in the future. Canceling the Free Trial keeps the membership from renewing at the monthly/yearly price. ^LB || @149064 The Prime trial is 30 days.^PK",,,,,
128,789318,308223,3,0.85,1.0,0,silence_after_action,@115850  facing issue with order 408-7317716-1118709. can someone look into it,"@308223 Please don't provide your order details, as we consider it to be personal information. Our Twitter page is public. (2/2)^AU || @308223 I'm sorry for that. Please fill this form: https://t.co/beaaDm0muc and we’ll contact you at the earliest. (1/2)^AU",,,,,
129,877604,328033,8,0.75,1.0,0,negative_reaction,Does anyone personally know someone who is a software tech at @115821? I need to push this problem with @116935 up the chain. || @AmazonHelp I have opened another case. 0128238048. I am unable to upload music to my library. It crashes\freezes. This has ALWAYS been a problem. || @AmazonHelp Your 250K music upload service doesnt work well at all with large libraries. || @AmazonHelp App slows over days to the point where it is unusable. I have to delete and reinstall. Then it works for a few days then stops again. || @AmazonHelp Software for PC has all kinds of trouble uploading. Upload a 12 track album and maybe one track gets uploaded. Then it doesnt work at all || @AmazonHelp Tech support is instant. But you can tell they have never used the services and have no idea what I am talking about.,"@328033 Thanks for reaching out! Can you tell us the issue you are facing? We'd like to help! ^KJ || @328033 Sorry for this experience, Trey! What did we advise you when you opened the case with us? We're here to help. ^AX",,,,,
130,142074,148060,2,0.6,0.0,0,silence_after_action,Danke @116316 für die professionelle Lieferung eines Elektrogerätes. Vielleicht wären Antiaggressionsprogramme für eure Lieferdienstler angebracht ? https://t.co/pgFBEALpIk,@148060 Oha :-/ Ist denn wenigstens der Inhalt in Ordnung? ^MS,,,,,
131,2353819,680133,3,1.0,0.0,0,neutral_reaction,"Ordered @119038 merch off of @115821 last week. Shipped with #amzl_us .. refunded b/c 3 days late. Still never delivered. Tried again (same merch) expected today.. but it's #amzl_us again, and not out for delivery yet. Will I ever get my Twitch hoodie? 😢 || @AmazonHelp I received it!! Hopefully this is the better example of service going forward.","@680133 I'm very sorry for the recent delivery experiences, Amber. Please let us know if your hoodie doesn't arrive by 8:00 PM. We'd be happy to assist in any way possible! ^SK",,,,,
132,2392739,686479,2,0.7,0.0,0,silence_after_action,@AmazonHelp Delivery services from Amzon is very poor and unprofessional. Very bad Amazon..,@686479 Sorry for any inconvenience you've faced. Please let us know if any of your concerns went unaddressed. ^PJ,,,,,
133,347171,198679,2,0.85,1.0,0,silence_after_action,"Same product, different @115821 packaging method. #fail https://t.co/nk3nqSkj12",@198679 I'm sorry your order arrived in this condition. Please send your feedback/requests here as well: https://t.co/4geYFbRpx8 ^GG,,,,,
134,493511,232647,2,0.25,0.0,1,silence_after_action,@AmazonHelp  I need help can I send a dm,@232647 Sure! So long as you follow our page you can send us a DM. ^AP,,,,,
135,830164,317677,2,0.0,0.0,0,silence_after_action,Amazon登録もしてないのに商品発送とか言うフィッシングメールが来たわ,@317677 アマゾンです。当サイトを装い個人情報を取得しようとする詐欺が発生しているようですので、ご注意くださいませ。当サイトからのメールかどうかの識別についてはこちらをご参照ください。https://t.co/dUkTOi6kQb ET,,,,,
136,317583,191797,4,0.6,1.0,1,neutral_reaction,"Hi @115850 I can not direct DM to you, @172142 Plz help me. https://t.co/J4Hs28M02e || @AmazonHelp Hi, I send my details to you.","@191797 Congratulations, Ratan! Please DM your details @AmazonHelp ^KA || @191797 Thanks for the update. We'll check and get back to you at the earliest. ^HA",,,,,
137,907090,335385,2,0.25,0.0,1,silence_after_action,@AmazonHelp hello I dm’d need immediate help,@335385 I've replied to your DM. ^MB,,,,,
138,975062,337836,22,0.75,1.0,1,negative_reaction,"@AmazonHelp @115850  nw i m going2 promote d hashtag called #amazonCheats u hv tkn fight wid wrong media person.. ORM team gona hv bad tym || @AmazonHelp hv alrdy told u guys. chk ur dm, u were supos to cl me to sort this. nw i expect this to b sorted within 2hours, els drgn this2consumr court || @AmazonHelp @115821 @115850  ur team isnt efficient... || @AmazonHelp @115821 @115850 @118702 @122599 seems better options now.. atlst thy dnt cheat custmr by cling thm prime membrs deservng prime services.. || @AmazonHelp kindly chk DM, i hv messged ystdy itself. doing it again || @AmazonHelp hw mny times i need to do this?? i hv done it ystdy. pls chk befr syng anythg... || @AmazonHelp ur mail says nthg bt apolgy.  wt shd i do with it nw? i need solution || @AmazonHelp m i hv responded to ur emails. nw if u done plyng reply reply cn u fix the issue. || @AmazonHelp no solution yet, i expected a call frm support team, seems like without a legal case you guyrs arnt gona support. alright. #amazonCheats || @AmazonHelp if its nt delivered tdy the purpose is lost. wtevr u doing shd fix my issues tdy, as mentioned tmrw is wrkng day n i wont b there at home || @AmazonHelp if i dnt gt contct details of delivry guy tmrw whn its disptched thn i m gona mk big deal abt this. ensure tht. sml thing kindly do this mch","@337836 That's quite a comment. Could you please tell us what went wrong, and we'll set thing's right. ^RD || @337836 We are awaiting your DM. You may elaborate your concern here for better understanding. ^RW || @337836 We've sent a correspondence to your registered email ID here: https://t.co/NTkrxpsbHJ. Kindly check. ^PS || @337836 As you've already filled the details, you should've received a correspondence from our team. Kindly check the same. ^AP || @337836 We're following up with your concern here: https://t.co/gmJFME5n2C please refer. ^AG || @337836 We have replied to your DM. ^MJ || @337836 I'm sorry about the stretch. We're working on this and we'll update you soon. ^AR || @337836 We are working on your concern and will ensure to close it at the earliest. Kindly bear with us for a small span of time. ^CB || @337836 and I'm positive your order will be delivered. 2/2^AR || @337836 We dispatch to meet the estimated delivery date. Request you to wait until the estimated delivery date 1/2^AR || @337836 Appreciate your patience. Do keep us posted. ^RW",,,,,
139,1423781,450847,4,0.85,1.0,0,silence_after_action,"@115850 
@AmazonHelp where's my refund ? Enough of fleecing customers. https://t.co/RN4EBmTzIy","@450847 I'm sorry to know you haven't received the refund yet. I'd like to help you with the issue, please provide your 1/3 ^SH || @450847 details here: https://t.co/TAS0aCPpe8 and I'll get back to you. 2/3 ^SH || @450847 Please don’t provide your details as we consider them to be personal information. Our Twitter page is public. 3/3 ^SH",,,,,
140,102908,138635,13,1.0,0.0,1,positive_reaction,"@AmazonHelp Thank you for answers :) Can you help me this order? My all friends's order shipped out today. https://t.co/KcEy98CNt1 || @AmazonHelp I have filled this form but ı have no hope. No one read my text/mail. I lost hope to amazon :( Anyway thanks for spare time to me. || @AmazonHelp This is your answer: https://t.co/hfiKg8yYCV || @AmazonHelp And this is your TR customer: https://t.co/H0y6jzTARN || @AmazonHelp And this is your TR customer service 2: https://t.co/if43kiOTlc || @AmazonHelp There is more... But i will show you something.
These are mine https://t.co/pKHzDs4NYV || @AmazonHelp Ya. You will inform me 6th december. They will deliver this order at 6th december. Sorry but amazon.de is not professional. These are my last order. I dont use amazon.de anymore. https://t.co/1hpYkhNc34 || @116316 SİPARİŞ NUMARASI 304-2890154-3033115","@138635 My colleague gave you a link via direct message. Please contact us using this link. Regards, ^AN || @138635 We received your message. We will get back to you by tomorrow. ^BL || @138635 We already consider your request. Please have some patience. Thanks :) ^DS || @138635 My colleague is working on this and should he get a result before that date of course he will inform you immediately. Regards ^AN || @138635 Hi! How can we assist? :) Regards ^TA",,,,,
141,27343,121987,3,0.75,1.0,0,neutral_reaction,@120474 what's happening with Moz RAH ticket pre-sale?? Keeps telling me I've exceeded maximum - haven't bought any yet! Shambles || @AmazonHelp I have spoken to your customer service - couldn't help as not part of tickets side.,@121987 Please reach out here so we can check this for you https://t.co/psatRNFAeh  ^KM,,,,,
142,861872,309028,2,0.0,0.0,1,silence_after_action,@AmazonHelp check inbox,"@309028 We have already sent the response via DM, Nikita. Request you to check. ^NK",,,,,
143,849735,321914,10,0.6,1.0,1,positive_reaction,"@115821 Booking from amazon offical website is waste of time any money || @AmazonHelp  your response and reason is to make fool of the customers. || @AmazonHelp defintley chek all details properly before responding || @AmazonHelp Thanku for understanding my concern.Appreciate your co-operation . || @115821 
  I had very bad experience with amazon","@321914 We've responded to your concern via DM, kindly take a look. ^MS || @321914 Sorry about the unpleasant experience. Did you share your details in the link provided earlier? ^NR || @321914 If you've already shared your details, our team will reach out to you soon with an update. Appreciate your understanding. ^MA || @321914 You're Welcome! ^SQ || @321914 That's quite a remark. Were any of your issues left unaddressed? Do let us know and we'll be glad to help you. ^SQ",,,,,
