annotation_id,conversation_id,customer_id,turn_count,D1_context_specificity,D2_action_specificity,D3_dm_redirect,D4_observable_outcome,customer_messages,agent_messages,evidence_complete,action_observed,customer_reaction_observed,dm_redirect,notes
106,453230,222538,7,0.0,0.0,0,neutral_reaction,"@AmazonHelp Received! || @115821 thought you'd like to know that @118706 told me the reason I don't have my package yet is because #cybermonday overwhelmed them.  But the went ahead and marked as delivered.  I guess to keep you happy. || @AmazonHelp Correct.  It was scanned as ""delivered. Available for pickup"". But since we were home all day and got other mail I called them and was told they had too many packages to get out so they marked them that way and would try again today. Still waiting... || @AmazonHelp Will do, but this makes you look bad when #AmazonPrime  promises 2day delivery.  It looks shady that they are marking your orders as delivered when they haven't even left their building.","@222538 Excellent! We're glad you got it! ^TR || @222538 Thanks for reaching out. I'm so sorry for the inconvenience! Just to confirm, the package was scanned delivered but not receive? ^LH || @222538 Thank you for clarifying that. I understand that the item is late now. Please reach back out to us if you do not receive the package as promised in the carriers reply. ^TL",,,,,
107,377467,205570,2,0.45,0.0,1,negative_reaction,"@AmazonHelp habe ein Problem, kann mich nicht mehr einloggen, Passwort zurück setzten funktioniert nicht. Habe bereits eine DM geschrieben.",@205570 Guten Morgen! Haben dir per DM geantwortet. Ganz lieber Gruß ^TG,,,,,
108,1734582,523806,6,1.0,0.0,0,positive_reaction,"@AmazonHelp I'm confused about designations of ""Guaranteed Delivery in 2 days"" with Prime. Now I get ""Sorry, delayed"" on my order. || @AmazonHelp It says delivery today by 8:00 p.m. -- of course, it said that yesterday, too! || @AmazonHelp USPS.  Received this evening!  Thanks.",@523806 I'm so sorry about the delay! What does the most recent tracking show here? https://t.co/Y5jpI9gRhE ^TK || @523806 Oh no! What carrier is listed on the order? ^JF || @523806 You're welcome. I'm glad you received it! Let us know if you have any other issues. ^TN,,,,,
109,1370162,438934,10,0.0,1.0,1,neutral_reaction,@AmazonHelp I need help. || @AmazonHelp I can DM you or you can DM me but I need some answers. Now. || @AmazonHelp I ordered an item Monday morning for 1-day shipping for a trip this weekend. It says it’s gonna be delivered today by 8PM and ...cont. || @AmazonHelp ...and still hasn’t shipped. There’s an hour and half left and I’ve wasted my whole evening waiting when I should have left hours earlier || @AmazonHelp https://t.co/05ImsA2I1L || @AmazonHelp Waited 20 minutes to be told the item is out of stock. What a joke. Time was completely wasted...,"@438934 Thanks for reaching out to us today, Mitch! What can we help you with? Please don't include any personal account information! ^ML || @438934 Hey sure you can message us here! ^LS https://t.co/1XyLaGkcaN || @438934 I'm sorry for the wait you've been through! Could you provide us a link to the item so we may check the current availability? ^WM || @438934 The main detail page lists another seller now. We'd like to help! Please contact us via phone/chat here: https://t.co/hApLpMlfHN ^AJ",,,,,
110,1727532,522426,6,0.6,0.0,0,neutral_reaction,@AmazonHelp hi I'm trying to play one of the videos and it just won't play can you help me || @AmazonHelp screenshot of what exactly..?? || @AmazonHelp I was watching 14th ep and the timebar was missing suddenly and when I closed the tab altogether it won't play again... || @AmazonHelp  https://t.co/1oaJBJ10co,"@522426 That's odd. Sorry about the trouble. Could you help us with the screenshot? We'd like to check it. ^HD || @522426 Sorry to know you're unable to access the content, Shalin. Please reach us from here: https://t.co/rS49hgaADF we'll assist. ^SV",,,,,
111,1137322,387909,44,0.25,1.0,1,negative_reaction,@AmazonHelp No resolution yet! Where is my money? #Amazonfraud || @AmazonHelp They are saying the same thing from past 2 days that your team is still checking || @AmazonHelp No resolution yet! #Amazonfraud @115851 || @AmazonHelp I've already responded yesterday only || @AmazonHelp More than 72 hours up and no resolution yet!! || @AmazonHelp Same response that we are looking into the issue. Are you going to give my money back or not? || @AmazonHelp Done. Now by when will I get back my money? || @AmazonHelp It's been more than 24 hours now. And I haven't got any resolution || @AmazonHelp Earliest? When? I want a resolution right now || @AmazonHelp I've already submitted this form 20 hours back and you say I'll get resolution within 12 hours of submission of this form!! || @AmazonHelp No update yet! This is disgusting from an well known international shopping site || @AmazonHelp Haven't received any DM. Stop lying || @AmazonHelp I've already replied to your email and no response has been received after that || @AmazonHelp Getting same response from you everywhere. 'Please allow us sometime' your standard response for each issue || @AmazonHelp No DM received || @AmazonHelp Again same thing :( can someone call me from your end || @AmazonHelp Already sent || @AmazonHelp When? || @AmazonHelp sent dm along with details plz respond asap || @AmazonHelp No update yet been more than 2 hours || @AmazonHelp I need to place an order urgently || @AmazonHelp No update yet,"@387909 I'm sorry to hear you have not received the amount yet. Rest assured, I'm sure our (1/2) ^VM || @387909 team would have reverted to your query here: https://t.co/8DAc10S7ww. (2/2) ^VM || @387909 I'm sorry for the tail with your concern, we are actively working on your issue &amp; we'll get back to you once we have updates. ^MJ || @387909 I'm sorry for the long stretch. Kindly revert to the email sent by the Social Media team &amp; we'll get back with an update. ^EM || @387909 We have received your reply. We are working on it. We’ll get back to you with an update on it. ^SB || @387909 We've sent the correspondence to your registered email ID. Kindly check it here: https://t.co/8DAc10S7ww ^GK || @387909 Kindly revert to our email correspondence with further query on this and we'll be happy to take it over from there. ^AB || @387909 Since you've responded to the mail, our team will get back to you with an update shortly. Appreciate your patience. ^EM || @387909 Apologies for the stretch, we are working on it. We will get back to you at the earliest. ^AH || @387909 I'm sorry for the trail with your concern. A correspondence will be sent to your registered email account 1/2 ^MJ || @387909 with a resolution in 12 hours post submitting the form here: https://t.co/GIJyeYqKE0 with requested details. 2/2 ^MJ || @387909 Apologies for the stretch. Please be assured that we're on it and we'll get back to you soon with an update. ^SY || @387909 Tejas, we're following up with you via DM, kindly take a look. ^MS || @387909 You can check for our response here: https://t.co/DTSNmGldJf. Hope this helps. ^CB || @387909 Request you to check your DM. We've responded to your query there. ^SK || @387909 You can check for our response here: https://t.co/UNcnRC59WF .^CB || @387909 Sorry about the hassle, Tejas. Please revert to the email requesting a callback and our team will assist accordingly. ^MS || @387909 Thanks for confirming. We'll check and get in touch with you. ^RI || @387909 I'm sorry about the issue you have with Amazon pay, write to us here: https://t.co/GIJyeYqKE0 &amp; we'll check this for you. ^MJ || @387909 We're working on the details that you've shared. We'll reach out to you soon. ^SG || @387909 I understand your concern. We're working on the issue with the details you've provided and will get back to you soon. ^AP || @387909 Thank you for your patience, Tejas. We are working on this and will get back to you at the earliest. ^KS",,,,,
112,275134,181735,11,0.75,0.0,1,neutral_reaction,"Right @115830 I ordered through you cos you guaranteed arrival 5th Oct...&amp; NOW.. you tell me its not arriving till 11th!?! Furious! WHY??? || @AmazonHelp This is what you say '
We’re sorry your parcel is late. If it hasn’t arrived by Thursday, 12 Oct' !!!!!! || @AmazonHelp ????? Not GOOD ENOUGH! You guaranteed delivery for yesterday!! Its a birthday present. Next week is too late!!! || @AmazonHelp Please cancel &amp; give me my money back. Beyond disappointed with your response! || @AmazonHelp WHY did you guarantee yesterday? WHAT is the reason? || @AmazonHelp I can DM you!!! Have to say this is THE WORST customer support ever!!!! || @AmazonHelp Right !","@181735 Sorry to hear that, were you given a reason for the delay? What shipment method did you choose? ^AS || @181735 October 12th is the longest time we would ask you to wait but hopefully you receive it before then ^AS || @181735 Hello, we would not be able to access your account via Twitter. Please reach out to us here: https://t.co/JzP7hlA23B ^CR || @181735 We will respond to your DM.^CR",,,,,
113,523456,192626,3,1.0,0.0,0,positive_reaction,"Waiting for my Redmi Y1 ordered from amazon.in ..It always takes time to update details in tracking section , Amazon have to work on it ..rest is good || @AmazonHelp Thanks.",@192626 Tracking is updates as per the courier update. We will consider this as feedback and ensure to pass it on internally for improvements. Appreciate your patience. ^RW,,,,,
114,1034249,364675,9,0.85,0.0,1,negative_reaction,"@AmazonHelp I had accidentally ordered a wrong item, only getting to know after delivery and payment. No option for refunds!? WHY? || @AmazonHelp You give refunds? Yes or no. || @AmazonHelp No, you don't appreciate my understanding. I asked yes or no!? Can't you just reply || @AmazonHelp Not a particularly fitting reply. If I wanted to communicate thru emails, why would I have tweeted it? Shitty CS.","@364675 Please report this to our team here: https://t.co/vlvfJr4nN9 and we'll get this sorted soon. ^RS || @364675 Kindly contact us from the link given and we'll help you in getting this issue resolved. Appreciate your understanding. ^ZH || @364675 We've responded to your DM. Please check. ^HK || @364675 This being a public portal we would be unable to view your account/order details. However, for us to assist you better,(1/2) ^VM || @364675 please reach us via the link provided earlier and we'll reach out to you soon. (2/2) ^VM",,,,,
115,507114,236401,3,0.6,1.0,0,positive_reaction,@115821 has delayed or lost my packages that I ordered last week 🤦🏽‍♀️ || @AmazonHelp Yeah they have the replaced item is coming this weekend. &amp; the new delivery date is for the beginning of next week. Thanks for the good customer service,@236401 I'm sorry for the trouble with your orders! Have we been able to replace the orders which were lost? Has a new delivery date been provided for the delayed orders? ^SB,,,,,
116,191589,161033,6,1.0,0.0,1,neutral_reaction,@115850 HI I am in big problem. My account locked and cutting 7 Euro every month. Please help me. I am from Bangladesh. || @AmazonHelp Amazon.de || @AmazonHelp As you dont serve in Bangladesh. I go on every site and check prices.,"@161033 We'd like to help! Do you mind telling us which Amazon site you primarily use? (https://t.co/7r0yxhywxR.) ^NM || @161033 We already sent you a direct message. ^SK || @161033 If you need to reach the Amazon.de customer service, please follow this link: https://t.co/ohyvGrpvrY Regards ^VM",,,,,
117,2730309,506076,2,1.0,1.0,0,silence_after_action,@AmazonHelp package says delivered on Friday November 17th yet I was home all weekend and haven’t seen anything... cool...,"@506076 Hello Chris! Thanks for reaching out today. I'm sorry the package has yet to show, but we'll be more than happy to review the best options here: https://t.co/233GuUIPkP via phone or chat support. ^TM",,,,,
118,191621,161040,3,0.6,0.0,1,positive_reaction,Preordered #StarWarsBattlefrontII from @115821 and I haven’t received my code for the beta @AmazonHelp || @AmazonHelp Thanks 🙏,@161040 Hello Francisco! WE have replied to your DM. ^DD,,,,,
119,1080303,169190,5,0.85,0.0,0,positive_reaction,"@AmazonHelp Hello, one question. Bought two gift cards at GameStop. Will they apply to my preorder detail before Amazon charge and ship? || @AmazonHelp Already preordered the game before I bought the gift cards. Gift card option is available inside the detail, can I apply them? || @AmazonHelp Don’t worry, I got everything sorted out. Thanks!","@169190 If you have the gift cards issued to your account, then you'll be given the choice of payment options at checkout. ^EM || @169190 We'd be happy to look at available options with you. Please reach us by phone here: https://t.co/hApLpMlfHN ^JM",,,,,
120,695119,285785,6,1.0,0.0,0,neutral_reaction,"@AmazonHelp you guaranteed one day delivery and now my items might take 4 days? I bought extra items just to hit the $35 limit. You guys are snakes. || @AmazonHelp November 22 || @AmazonHelp I don’t need an order status, I want something from you guys. My order status says it might not get here til Sunday now. That’s absurd",@285785 I'm sorry for the wait. What is the delivery date listed within your order confirmation e-mail? ^GR || @285785 Thanks for that! What is the status showing for your order? Order status can be located here: https://t.co/Y5jpI9gRhE ^TE || @285785 I'm sorry for the delay! Please reach out to us via phone/chat here: https://t.co/hApLpMlfHN for real-time assistance with this. ^TK,,,,,
121,394424,182608,32,0.85,1.0,1,negative_reaction,"@115850 Hi Amazon my account has been closed without reason please help . There is no proper response from __email__ || @AmazonHelp I have already reverted. and they are no ears  to me they are simply saying it is a permanent ban. Can you please call me and fix it asap || @AmazonHelp Thanks for replying . But let me tell you even after multiple correspondence . The team is not able to reinstate my account so i have (1/2) || @AmazonHelp to switch to twitter (2/2) || @AmazonHelp please check DM fast || @AmazonHelp I have responded to the details asked for . if not satisfied please give me a call asap || @AmazonHelp I have received the invite for echo dot. Also i need to purchase mobile. The echo dot invite is expires in 2 days. so plz make it fast. || @AmazonHelp Hi I am not able to access my account at amazon.in , https://t.co/Q8yVbtPH5e or at https://t.co/qyiHj3EJuj please help || @AmazonHelp No resolution provided. Still facing issue || @AmazonHelp But why my open order got cancelled i was told to order items. I was uable to use my pay balance. Please restore my account || @AmazonHelp I am unable to login || @AmazonHelp I am unable to login at any amazon website. My amazon pay stuck || @AmazonHelp Hi can you reply to dm. || @AmazonHelp Please check again i find your reply unsatisfactory || @AmazonHelp Please check the dm for latest updates || @AmazonHelp Please stop giving copy paste response || @AmazonHelp Sent and received a reply please check dm","@182608 All account closure issues are handled by the account specialist team and a closed account is tagged with an email, (1/3) || @182608 You may find the correspondence sent from us on this into your mailbox. (3/3)^YP || @182608 kindly revert to the email correspondence you've received and our team shall get back. (2/3) || @182608 I get the concern, Reetesh. We'll respond to your DM, kindly take a look. ^MS || @182608 As you've shared your details, we'll work on it and get back to you at the earliest. ^HN || @182608 We understand your concern, Reetesh. Once we receive your details, we'll look into your concern and assist. ^SV || @182608 Sorry to know that you're unable to access your account. As per the screenshot posted earlier, the resolution provided (1/2)^SQ || @182608 to you by the account specialist team is the best we're able to offer at this moment. Appreciate your understanding. (2/2)^SQ || @182608 Hello, so sorry to hear this. Could you kindly elaborate the issue, so that we can assist you with this. || @182608 That's odd! We would like to help, kindly elaborate your issue for us. ^CB || @182608 We've responded to your query via DM. Please check. ^HD || @182608 As informed earlier, please revert to the email you've received from us and we'll check this for you. ^HN || @182608 We'll check and revert to you via DM. ^HN || @182608 Kindly reply to the email sent from the specialist team, as they'll be able to help you with the account related issues.^AK || @182608 We've responded to you via DM. Please check. ^ST",,,,,
122,2787693,778235,5,0.85,0.0,1,neutral_reaction,"@AmazonHelp hey so my mum ordered my birthday present for today and the email says it's tried to be delivered twice but no one has even knocked on the door so we're quite angry || @AmazonHelp I'll send you guys a DM! || @AmazonHelp Sent the DM, it includes a picture with the order number and what's happening","@778235 Truly sorry for the wait, we're here to help! With Twitter, we have no access to any account or order information. What does the tracking currently display? Check here: https://t.co/aaDyEz1VgE and please let us know! ^JE || @778235 I've replied to your DM. Thanks! ^ST",,,,,
123,387119,207638,6,1.0,0.0,1,negative_reaction,"@115821 You guys Acting very smart. Every time I face delivery issue. From Saturday onwards my product shows out for delivery, (1/2) || @AmazonHelp I dont understand, wht is wrong with you and with your courier agency. Please find delivery guys number +91 7007438874, 7506020139. (1/2) || @AmazonHelp Very rude ur courier team. Dont know how to talk with the customers. And you guys dont take any action on them, thats why the are free (2/2)",@207638 We're following up on your concern over DM. ^YP || @207638 Please fill this form: https://t.co/beaaDm0muc so we could get this resolved and revert to you on priority.(2/2)^RS || @207638 We apologize for this. I will forward your feedback internally to help us improve customer experience.(1/2)^RS,,,,,
124,2469406,706421,14,0.6,1.0,1,negative_reaction,"@AmazonHelp Hi folks, I’m afraid we have an ongoing problem with this issue which I need to talk to someone about. Should I fill in the contact form again? || @AmazonHelp was talking to your colleagues last week regarding deliveries that were dumped (a neighbour found them) but marked as handed to resident. Spoke to someone in Ireland but we now have a problem with the resolution. || @AmazonHelp We were contacted by the Amazon depo manager Swindon and promised amazon vouchers as compensation. Chased, told being sent as e-vouchers last Friday, still nothing, now he’s not responding to emails. || @AmazonHelp I have name and email details if you have a method for me to send them to you. || @115830 2 deliveries in a week show as ‘handed to resident’, they weren’t, I was in, they’ve never turned up. Deliveries very unreliable over the last 6 months, worth investigating? || @AmazonHelp All reported, waiting on refund but just want goods which I’ll have to get elsewhere. Always issues with man &amp; van deliveries, different drivers every time, don’t know the area, sometimes deliver to random address or mark as ‘handed to resident’ and the parcel never turns up. || @AmazonHelp OK done that.","@706421 Hello, Alexis. Thanks for reaching back out to us today. Without providing any personal details, can you give us a bit more information regarding the ongoing issue you're having?  ^FJ || @706421 Hi Alexis, sorry to hear about that. Please tell us more about what happened- what resolution was provided and what is the problem with it? ^AT || @706421 Could you reply to the email that was sent from the Social Media Team so that we can look into this further for you?^PJ || @706421 You can DM us if you follow our page and send details there, however, please don't share sensitive info even in that channel. ^AT || @706421 Hi Alexis- Sorry about your experience with your recent deliveries. Did you report this to us directly? Have they been replaced/refunded? Are you noticing this with a particular carrier or? ^NV || @706421 Thanks for clarifying Alexis. Can you please forward your details - https://t.co/tkLCr7DNil including as much info as possible. We'd like a specialist to investigate further. ^TP || @706421 We have received your details. We'll work on it and get back to you with an update. ^CN",,,,,
125,626860,268450,9,0.75,0.0,1,negative_reaction,"2 years in operation, and @115850 is also back in same league where Customer isn't first. Understandable. But brand image takes a hit boss || @AmazonHelp Product reached my city 3 day back and it's lying idle. Called twice in 2 days, no one told me if I should go and collect it from post offic || @AmazonHelp &amp; when I complained, I m told it will reach before delivery date which is 4 day away. Problem is high expectation, so I m lowering it || @AmazonHelp And that is what i stated initially, technically you are right. But your differentiation went for a big toss &amp; so did your CS supp too","@268450 I'm afraid we can't view your account/ order details from Twitter. Please let us know what happened. ^HA || @268450 We've responded to your DM, kindly take a look. ^MS || @268450 to you by the expected delivery date. Appreciate your patience. (2/2) ^MO || @268450 We're committed to delivering your order from the moment it is placed. I'm positive that it should get delivered (1/2) ^MO || @268450 I understand the concern on delivery, our carrier will follow assigned path &amp; see your order reaches by the estimated date. ^BS https://t.co/1XyLaGkcaN",,,,,
126,2632946,743429,4,0.7,0.0,0,neutral_reaction,"@AmazonHelp - Why all the orders are in ""Payment Complete"" status in my seller dashboard? || @AmazonHelp Yes. I'm a seller.",@743429 Could you please confirm if you are a seller on our platform so that we can assist you accordingly. ^BA || @743429 Request you to please contact our seller support team here: https://t.co/hITbmQzz2y and we'll look into this. ^MK,,,,,
127,1416039,449086,2,0.0,0.0,0,neutral_reaction,あにょ...Amazonさん...お支払い番号はまだでしょうか...,@449086 お待たせしております。https://t.co/st4oU5QbhPが発送する商品の場合、お支払い番号は商品が出荷準備に入りしだい発行されます。詳しくは、こちらのヘルプページをご参照ください。https://t.co/MCsyqdVdSq YM,,,,,
128,1349077,434614,4,0.0,0.0,1,positive_reaction,@AmazonHelp Got cashback thanks || @AmazonHelp haven't received  amazon pay cashback.did 1st jio recharge of 399 using amazon pay today.pls help || @AmazonHelp Ok.thanks,"@434614 We've responded to your query via DM, please check. ^HA",,,,,
129,2899668,363330,10,0.7,1.0,1,neutral_reaction,I’m still getting charged after promised for a refunded program huh ? I’m loyal to you guys @AmazonHelp || @AmazonHelp I DM you guys no respond wow || @AmazonHelp 2 hours ago lol || @AmazonHelp Nope nothing || @AmazonHelp I was provided that I’ll get refunded for norton because when I downloaded it didn’t connect to the server,"@363330 I'm sorry for any trouble caused by the unexpected charge, Matthew. Could you let us know what the charge is for? We'd like to help in any way we can! ^FD || @363330 I apologize about the delay! When did you send us the direct message? ^GP || @363330 Ah! Sorry for the delay! What's the current status of your refund here: https://t.co/HbKs2YFewT? ^WT || @363330 Hmm... have you been able to reach out to us in real time (via phone or chat) about this? If so, what information and options were you provided? ^BL || @363330 I'm afraid we can't see account details here on Twitter but please don't hesitate to reach out once more so we can double check that refund: https://t.co/hApLpMlfHN ^BG",,,,,
130,1445390,455406,5,0.85,0.0,1,neutral_reaction,"lost the invoice of Moto G4+ purchased from amazon with imei number __credit_card__
@8850 @23773 @951 @115821 @115850 || @8850 @23773 @951 @115821 @115850 @AmazonHelp but i don't remeber the email account through which i had ordered the Product !! I only have imei number !!","@455406 You can download and print invoice by following the instructions here: https://t.co/HqPl7cCgdo. ^VN (1/2) || @455406 Please don't provide your order details, we consider it personal information. Our Twitter page is visible to public.^VN(2/2) || @455406 We'll be following up on your concern via DM. Please check. ^HD",,,,,
131,2154187,632918,6,1.0,1.0,1,negative_reaction,"@AmazonHelp Hello, I ordered a Moto G5 Plus phone on Saturday (18/11/2017) and it was supposed to be delivered today. Not received yet , your delivery guy is not answering his cell phone 9953742409. Attached is the screenshot https://t.co/ZROPvs2PMI || @AmazonHelp All right, If the ordered product is not received by tomorrow morning, I will cancel it. || @AmazonHelp I just spoke to your CC Representative.  He told me that there is payment issue. Tell me one thing if the product has not yet delivered to me, how the hell it's a payment issue. Who the hell gave these one liners to you CC team.","@632918 Apologies, Rakesh. We have responded to you via DM. Request you to check. Please don't provide your order details/contact number, as we consider it to be personal information. Our Twitter page is public.​ ^NK || @632918 I understand your concern, Rakesh. This is for sure unusual. We would like to have this checked further. Please fill in your details here: https://t.co/ecE8FCbYFS and we will get back to you soon. ^KS || @632918 I understand you are upset. Please check for the response we have shared via DM. Appreciate your understanding.

- Adnan",,,,,
132,358786,200977,21,0.75,1.0,0,positive_reaction,"@115830 then to be told that you can’t even contact the driver to tell him to do his job properly? What a joke from a multi billion £ co. || @AmazonHelp Did that already, twice actually absolutely useless, delivery man didn’t actually delievery item now im being told it might be another day? || @AmazonHelp What’s the point in paying for prime? You can’t even contact your drivers? your customer service mngrsdidnt care just made me madder || @AmazonHelp I pay for prime, I paid for a service, wIted all day for my package, only to have an attempted delivery at the end of the day and I was in!? || @AmazonHelp That there’s nothing anyone can do, they can give me more prime extension (which I absolutely don’t want), that they’ll email the depot || @AmazonHelp I don’t care about the more prime, I paid for a service and this isn’t even the first time it happens a lot, very frustrating || @AmazonHelp You’re now asking me to take a day off work to wait for a package which might not come till the end of the day? || @AmazonHelp You can’t even contact your driver to tell him to come back?? What is that about? I waited all day for my stuff || @AmazonHelp I was actually standing downstairs with my son at 4pm funnily enough saying bye to my mother when your driver supposedly was delivering || @AmazonHelp Which is what makes this whole situation a bigger joke, I just want my package today!! Cause I waited all day for it to arrive || @AmazonHelp So what do you intend on doing about this ?? Because this is an absolute joke? I paid for a service which you have not adequately provided || @AmazonHelp 1/2: no you didn’t, but once again, I don’t want feedback, I want my package || @AmazonHelp 2/2:  there is no safe place I live in a flat hence why I was in waiting all day, I have my neighbour as a just in case || @AmazonHelp But your driver didn’t even come to the door at hence my frustration, let’s get my package to me now as apposed to asking me questions || @AmazonHelp So when are you going to ask me for my order number? It’s ok...I’ll wait || @AmazonHelp Perfect, so just to confirm...you’re doing absolutely nothing..as expected #useless","@200977 I'm sorry to hear about the trouble! We'd like to look into this further. Please contact us here: https://t.co/JzP7hlA23B ^HC || @200977 When you contacted us, what information and options were given to you? ^HC || @200977 When you spoke with us, did we provide feedback to the carrier regarding the delivery issue? 1/2 || @200977 2/2 Have you set up a Safe Place for your unattended parcels: https://t.co/CanBpvHvUm?  ^CO || @200977 Terribly sorry for the delay, and appreciate your patience as we attempt re delivery for tomorrow. Keep us posted! ^JZ",,,,,
133,975060,337836,22,0.75,1.0,1,negative_reaction,"@AmazonHelp @115850  nw i m going2 promote d hashtag called #amazonCheats u hv tkn fight wid wrong media person.. ORM team gona hv bad tym || @AmazonHelp hv alrdy told u guys. chk ur dm, u were supos to cl me to sort this. nw i expect this to b sorted within 2hours, els drgn this2consumr court || @AmazonHelp @115821 @115850  ur team isnt efficient... || @AmazonHelp @115821 @115850 @118702 @122599 seems better options now.. atlst thy dnt cheat custmr by cling thm prime membrs deservng prime services.. || @AmazonHelp kindly chk DM, i hv messged ystdy itself. doing it again || @AmazonHelp hw mny times i need to do this?? i hv done it ystdy. pls chk befr syng anythg... || @AmazonHelp ur mail says nthg bt apolgy.  wt shd i do with it nw? i need solution || @AmazonHelp m i hv responded to ur emails. nw if u done plyng reply reply cn u fix the issue. || @AmazonHelp no solution yet, i expected a call frm support team, seems like without a legal case you guyrs arnt gona support. alright. #amazonCheats || @AmazonHelp if its nt delivered tdy the purpose is lost. wtevr u doing shd fix my issues tdy, as mentioned tmrw is wrkng day n i wont b there at home || @AmazonHelp if i dnt gt contct details of delivry guy tmrw whn its disptched thn i m gona mk big deal abt this. ensure tht. sml thing kindly do this mch","@337836 That's quite a comment. Could you please tell us what went wrong, and we'll set thing's right. ^RD || @337836 We are awaiting your DM. You may elaborate your concern here for better understanding. ^RW || @337836 We've sent a correspondence to your registered email ID here: https://t.co/NTkrxpsbHJ. Kindly check. ^PS || @337836 As you've already filled the details, you should've received a correspondence from our team. Kindly check the same. ^AP || @337836 We're following up with your concern here: https://t.co/gmJFME5n2C please refer. ^AG || @337836 We have replied to your DM. ^MJ || @337836 I'm sorry about the stretch. We're working on this and we'll update you soon. ^AR || @337836 We are working on your concern and will ensure to close it at the earliest. Kindly bear with us for a small span of time. ^CB || @337836 and I'm positive your order will be delivered. 2/2^AR || @337836 We dispatch to meet the estimated delivery date. Request you to wait until the estimated delivery date 1/2^AR || @337836 Appreciate your patience. Do keep us posted. ^RW",,,,,
134,197806,162515,3,0.5,1.0,1,negative_reaction,@AmazonHelp no i cannot wait refund me,@162515 We're following up on your concern via DM. ^YP || @162515 I understand your concern regarding the refund. Kindly wait for the requested time frame mentioned earlier. ^AP,,,,,
135,1598708,491010,3,0.75,1.0,0,neutral_reaction,"@117634 I'm an avid user of the Kindle App fo iPad. The latest update is horrible. Slow, hard to navigate and apparently a memory hog. || @AmazonHelp Just return my original app and I'll be happy.",@491010 Any feedback you have can be sent to us directly at: __email__. These are reviewed to help us improve. ^EP,,,,,
136,415462,214068,13,1.0,1.0,1,positive_reaction,"@115821 can ur service be more pathetic than this? A product wrongly delivered 2 me hasn’t been taken back by ur team for last 5 days now! || @AmazonHelp That’s a standard reply asking me to be patient. But patient for how long? It’s almost a week that I have been raising my concern @115821 || @AmazonHelp @115821 @115821 I feel for the son who gifted his mom a TV, which was wrongly delivered 2 me &amp; hasn’t been taken back for a week now! #happydiwali || @AmazonHelp @115821 @115821 &amp; I feel 4 my mom whom I promised a TV in 5 days that she hasn’t received in 10, thanks to some rot in your team! #happydieali || @AmazonHelp @115821 #happydiwali || @AmazonHelp Which correspondence? || @AmazonHelp That was done many days ago. || @AmazonHelp Still awaiting for any action by you.","@214068 You must have received a correspondence from our team, request you to check and revert on the same. ^SQ || @214068 Sorry for the mess. Please revert to our correspondence and we'll reach out to you again. ^ST || @214068 We've responded to you via DM. Kindly drop in your details through the link provided by my colleague ""Kulwinder"" ^EM || @214068 Please allow me to work on this right away. Kindly write to us here: https://t.co/GIJyeYqKE0 and I'll reach out to you. ^SA || @214068 Vishal, you must've received an email from us, you can check your inbox here: https://t.co/DTSNmGldJf ^MS",,,,,
137,115916,141804,2,1.0,0.0,0,no_action_observed,"After waiting for hours on the day of delivery, finally received my product at the end of the day!   
Thank you @115850 
#OnePlus5T is super awesome and first OnePlus for me! 
Thank you @132995  @132994 https://t.co/cOEYzwq0w5",@141804 Thank you Surabhi. I'm glad that you liked the product. Enjoy your week. :) ^MK,,,,,
138,2978199,730437,4,1.0,0.0,0,neutral_reaction,My entire day was wasted waiting on @115821 and their choice of shipping from @3375. Guaranteed by 8pm my arse. (And yes i waited all day because this time of year cant leave anything at the door longer than 5 minutes before someone tries to walk away with it) || @AmazonHelp This is what i got. Just a bit mad that it said guaranteed by 8pm so waited all day and nothing. https://t.co/8KtU7Nul4g,"@730437 I'm so sorry for the wait. We're here to help. Did you receive any e-mail update regarding the delay: https://t.co/SyJIV9tp9k. ^LH || @730437 I certainly understand the disappointment and I hope this hasn't caused too much of an inconvenience. We want to make sure you get your order, please let us know if it doesn't arrive by the new expected delivery date. ^CL",,,,,
139,2288561,664885,3,1.0,0.0,0,neutral_reaction,"@115821 hello I have order one product with prefer delivery and delivery charge also pay but product delivery next day, so why I should pay extra shipping charge. This is cheating I will mark complaint consumer court. @1560 @119351 || @AmazonHelp 😢",@664885 I'm sorry for the trouble with your order. Please connect with our support team here: https://t.co/2t6DQpbXFx for assistance on it. ^RW,,,,,
140,1483559,464514,10,0.45,1.0,1,neutral_reaction,"@AmazonHelp Hi, team, tried the same but still now no response. || @AmazonHelp team sent the details through DM || @115850 There was a 10% cashback on amazon pay, still to receive the same on my ORDER # 404-4401178-3280313 || @AmazonHelp there is no option for cashback only tracking, return, seller and delivery feedback","@464514 Sorry for the trouble, Debabatra. After logging in to your account through the link provided earlier, under 1/2 ^KA || @464514 Tell us more about your issue, select 'More order issues' &gt; choose from chat/phone/email options and we'll be glad to assist.2/2^KA || @464514 We've responded to your query via DM, request you to check the same. ^SH || @464514 Let us check this out for you. Please reach us via https://t.co/r8OjOjMdND and we'll look into this. (1/2) ^VM || @464514 Please don’t provide your order details, we consider them as personal information. Our Twitter page is visible to public. (2/2) ^VM || @464514 You can select any alternate option and connect to our support team. We'll take it from  there &amp; assist you further. ^EM",,,,,
