annotation_id,conversation_id,customer_id,turn_count,D1_context_specificity,D2_action_specificity,D3_dm_redirect,D4_observable_outcome,customer_messages,agent_messages,evidence_complete,action_observed,customer_reaction_observed,dm_redirect,notes,suggested_evidence_complete,suggested_action_observed,suggested_customer_reaction_observed,suggested_dm_redirect
10,1604981,492352,7,1.0,0.0,1,negative_reaction,@115850 One fladuent activity happen in my card from amazon at name of prime membership with transaction of 6850 rs || @AmazonHelp Just now i came to know https://t.co/LrMLjwOloJ charged me 99$ even 105dollars for membership which i never ordered !! || @AmazonHelp As its a fradulent case as i talk with them and asked for refund my money !! As they process it which dey said will get in 5days || @AmazonHelp Check Dm and email i already dropped to https://t.co/LrMLjwOloJ and amazon.in thanks for giving me inconvenience today for no reason,@492352 Kindly share your details here: https://t.co/beaaDm0muc we'll reach out to you soon. 2/2 ^AP || @492352 That's odd! The prime membership price on Amazon.in is INR 999 only. We'd like to look into the issue and help you out. 1/2 ^AP || @492352 We will reply you over DM. ^RW,YES,YES,YES,YES,,NO,NO,YES,YES
75,2868358,796583,2,1.0,1.0,0,silence_after_action,@115821 your delivery service AMZL US absolutely SUCKS. You tell us to ship packages to our office to prevent thefts but your own delivery service cannot deliver the package during business hours. Why even bother having Prime membership.,"@796583 Oh no! I'm sorry we let you down! What does the most recent order status state? You can check here: https://t.co/Y5jpI9gRhE. 
Please keep us updated on your package delivery. We're here to help! ^LL",YES,YES,NO,NO,,YES,YES,NO,NO
199,132373,145863,2,0.0,0.0,0,no_action_observed,Amazon Music Unlimitedとりあえず無料お試し登録したけどなんでもある感やばいな,@145863 Amazon Music Unlimitedをお試しいただき、ありがとうございます！ぜひ聴きまくっちゃってください♪ RI,NO,NO,NO,NO,,NO,NO,NO,NO
63,1432252,452580,3,0.75,0.0,0,positive_reaction,"@115821, Is there a way to reverse the charges resulting from a 4 yr old ""buying"" games on her little pink Fire tablet? || @AmazonHelp Thank You! This is exactly why I stay with @115821 !","@452580 Uh oh! We'll gladly look into this with you, Rob, if you'll please phone us here: https://t.co/hApLpMlfHN Keep us posted! ^LB",YES,YES,YES,NO,,NO,NO,YES,NO
175,19440,120317,6,0.6,0.0,1,positive_reaction,@115850 want to be the Amazon retailer of grocery in dehradun . Please help me || @AmazonHelp Ok thank u || @AmazonHelp Ok thank for helping.,"@120317 In this case our Seller Support team can help you. You can connect with them here: https://t.co/navhkVs753 . -Bikram || @120317 We've responded to your query via DM, please check. ^HA || @120317 You're welcome, Aleema. Do let us know if you need any further assistance. ^SY",YES,YES,YES,YES,,NO,NO,YES,YES
167,460023,224306,3,1.0,1.0,0,neutral_reaction,"oh oh OHHH false alarm, my package has been delayed to tomorrow or even after my birthday!! thanks!, love u @115821 😘 || @AmazonHelp lmao just let me have the stuff i ordered, my guy","@224306 Hey Kennedy, I'm glad you've been updated on the status of your package. But, also very sorry it's delayed! Please let us know if we can help in any way. And, have a wonderful birthday! ^PF",NO,NO,YES,NO,,YES,YES,YES,NO
123,387119,207638,6,1.0,0.0,1,negative_reaction,"@115821 You guys Acting very smart. Every time I face delivery issue. From Saturday onwards my product shows out for delivery, (1/2) || @AmazonHelp I dont understand, wht is wrong with you and with your courier agency. Please find delivery guys number +91 7007438874, 7506020139. (1/2) || @AmazonHelp Very rude ur courier team. Dont know how to talk with the customers. And you guys dont take any action on them, thats why the are free (2/2)",@207638 We're following up on your concern over DM. ^YP || @207638 Please fill this form: https://t.co/beaaDm0muc so we could get this resolved and revert to you on priority.(2/2)^RS || @207638 We apologize for this. I will forward your feedback internally to help us improve customer experience.(1/2)^RS,YES,YES,YES,YES,,NO,NO,YES,YES
142,578409,256161,2,0.4,0.0,0,no_action_observed,"朝、届いたのは『Amazon Fire TV STICK』でした。

今夜のAbemaTVの林檎さん出演番組をPCやスマホじゃなくTVで見たかったのよ。

Wi-Fi接続の初期設定の段階で数字の1と英数字のlの小文字の入力を間違うという初歩的凡ミスを犯したザイオンさん👓( ￣▽￣;)

これいいね👍大画面で見られるって快適✨😆 https://t.co/pazimxIH2w",@256161 Fire TV Stickのご購入ありがとうございます！（映像は大きな画面で観る方がいいですよね♪）Oo｡.(´-`*) TN,NO,NO,NO,NO,,NO,NO,NO,NO
82,863372,325015,4,0.6,1.0,0,negative_reaction,"@115850 disgusting , ordered 2 pair of shoes, got one, paid for two
#dissapoiniting || @AmazonHelp I did it already, it's not about the solution, it's about the problem, why it is happening on regular basis , have a permanent solution.",@325015 I'm sorry for the disappointment. Please contact us here: https://t.co/vlvfJr4nN9 so that we can assist you accordingly. ^PJ || @325015 I understand. Kindly fill in your details here:https://t.co/GIJyeYqKE0 and we'll have this checked. ^PB,YES,YES,YES,NO,,YES,YES,YES,NO
11,21873,120769,5,0.75,0.0,1,negative_reaction,"@AmazonHelp Thank you for doing the right thing and solving the problem, though i believe we could have done it on Day1 of issue, but thank you eith way || @AmazonHelp I was supposed to receive a call back,  is this how you want to be a world class company, pls sort my issue out 9051282828","@120769 Thanks for keeping us posted. I'll be sure to forward your comments to our team internally. ^GK || @120769 We will reply you over DM. ^RW || @120769 Please don't provide your order details, as we consider it to be personal information. Our Twitter page is public.​  ^RW",YES,YES,YES,YES,,NO,NO,YES,YES
64,462534,127671,5,0.75,0.0,0,positive_reaction,@115821 I am trying to Livestream from my LG v30 to my new fire stick to play a movie and it is very choppy. I'm using a 5ghz network and it works fine on my Roku.  Any firmware update to fix this? || @AmazonHelp Thanks! I'll check it out soon || @AmazonHelp It's the newest version,"@127671 I'm sorry you're encountering issues streaming to your Amazon Fire TV Stick! You can check to see if your software is up to date here: https://t.co/iBz9UXXj6s. Also, for further troubleshooting check out our tips: https://t.co/tFtiSH0xV6 ^AM || @127671 You're welcome! Please let us know if we can be of any further assistance. We're always here to help. ^HC",YES,YES,YES,NO,,NO,NO,YES,NO
177,183557,159167,3,1.0,1.0,0,positive_reaction,"@115850 Dear amazon my item has been delivered to somewhere else, instead of delivering it to me. No response.
#HateAmazon #BadService https://t.co/qaKFHeybtJ || @AmazonHelp Thanks Amazon, I received now without my signature on receiving receipt.",@159167 Sorry for the trouble Ravi. Kindly report this to our support team here: https://t.co/vlvfJr4nN9 and we'll check this. ^HN,YES,YES,YES,NO,,YES,YES,YES,NO
101,1458044,458408,4,0.6,0.0,1,neutral_reaction,@115821 when is it ever acceptable to leave a pkg here? https://t.co/0VQoEncOLE || @AmazonHelp I have no idea who delivered it. This is where it was when I came home. Would it be on the label?,@458408 I'm sorry your package was left there! Can you confirm who the carrier was for this delivery? https://t.co/Y5jpI9gRhE ^EZ || @458408 I replied to your Direct Message. ^SJ,NO,NO,YES,YES,,NO,NO,YES,YES
137,115916,141804,2,1.0,0.0,0,no_action_observed,"After waiting for hours on the day of delivery, finally received my product at the end of the day!   
Thank you @115850 
#OnePlus5T is super awesome and first OnePlus for me! 
Thank you @132995  @132994 https://t.co/cOEYzwq0w5",@141804 Thank you Surabhi. I'm glad that you liked the product. Enjoy your week. :) ^MK,YES,NO,NO,NO,,NO,NO,NO,NO
188,246407,171151,13,0.45,1.0,1,neutral_reaction,"@AmazonHelp Where have your investigation reached. I promise I won't buy anything from Amazon || @AmazonHelp Mr Junaid whom I cobversated with wad totally Rudy and in attitude and I am taking a legal action towards your team. || @8623 @171152 has cheated me and harassed as well.And tried to buy my loyalty with ₹100 gift card.@1755 @144769 || @AmazonHelp I had conversation with the Amazon team. They were rude and not agreed to help me || @AmazonHelp Yes I have shared all the details and the team says me rudely to take legal options. Humanity has really finished || @AmazonHelp Okk, waiting for it after being harassed and mentally torchered so much || @AmazonHelp Hope so justice is done to me after this hectic and useless conversation. I feel harassed and cheated.","@171151 We've responded to your query here: https://t.co/9ZGVnaIhPk. Kindly check. ^PS || @171151 I understand your concern. Could you confirm if you've shared your details in the link provided to you in DM? ^HD || @171151 Apologies for the bad experience, we'd like to sort this out, could you confirm if you've shared the details? ^MS || @171151 If you've shared the required details on the link provided earlier, we'll check this and get back with an update. ^YP || @171151 Apologies for the unpleasant experience. As you have shared your details, we'll look into this and reach out to you soon. ^AS || @171151 I understand this has not been a pleasant experience, Ayush. We will get back to you soon with an update. ^KS",NO,YES,YES,YES,,NO,YES,YES,YES
130,1445390,455406,5,0.85,0.0,1,neutral_reaction,"lost the invoice of Moto G4+ purchased from amazon with imei number __credit_card__
@8850 @23773 @951 @115821 @115850 || @8850 @23773 @951 @115821 @115850 @AmazonHelp but i don't remeber the email account through which i had ordered the Product !! I only have imei number !!","@455406 You can download and print invoice by following the instructions here: https://t.co/HqPl7cCgdo. ^VN (1/2) || @455406 Please don't provide your order details, we consider it personal information. Our Twitter page is visible to public.^VN(2/2) || @455406 We'll be following up on your concern via DM. Please check. ^HD",NO,YES,NO,YES,,NO,NO,YES,YES
17,1120448,384342,9,0.25,1.0,0,neutral_reaction,@AmazonHelp There is no such option in settings. || @AmazonHelp I am sharing the screenshot of the app screen. https://t.co/wSSvrdXR6q || @AmazonHelp Tried but there is no sugn out option .,"@384342 You may click on the three-line hamburger on the top left off the app and under settings you have an option to log out. ^KS || @384342 That's odd, you should be able to see a ""sign-out' option on the bottom of the setting page. Let us know if it's not available. ^PS || @384342 Kindly select your account option &gt; login and security to sign out. Do keep us posted. ^AK || @384342 You would find an option to ""Sign out"" only if you're logged in to the app. Looks like you've already logged out. To 1/3 ^GK || @384342 confirm kindly check the drop down, if you find an option to ""Sign in"", that indicates you've already logged out from 2/3 ^GK || @384342 the app. If the issue still persists, kindly uninstall and reinstall the app. 3/3 ^GK",YES,YES,YES,NO,,YES,YES,YES,NO
73,2915803,139204,6,1.0,1.0,0,negative_reaction,"@115821 it'd be really nice if your delivery people would knock on the door so my packages don't look like this... https://t.co/76QrrvitkE || @AmazonHelp Amazon logistics. This is the second time this has happened. The first time was a swing for my daughter, but the product was intact. || @AmazonHelp I've already called and gotten a refund, but they didn't address the issue that my wife was in the living room and no one knocked on the door.","@139204 Yikes! I'm sorry that happened. Can you provide info on who the carrier is: https://t.co/Y5jpI9gRhE  ^LL || @139204 Thank you for that information! We would like to escalate this for you! When you have time, please provide your order details here: https://t.co/VstCqdpjKV ^AR || @139204 Edward, you're more than welcome to provider carrier feedback here: https://t.co/hApLpMlfHN so we may address the carrier not knocking for you as well. ^SY",YES,YES,YES,NO,,YES,YES,YES,NO
148,726333,293989,3,0.85,0.0,0,positive_reaction,"Amazon order update, despite being home all day waiting on the package amazon carrier claims to have tried delivery TWICE. Uggh. || @AmazonHelp Already sent a message through customer service, but thanks for the response.",@293989 Sorry to hear that. Get in touch here:  https://t.co/hApLpMlfHN  and we'll be happy to help. ^RS,NO,YES,YES,NO,,NO,NO,YES,NO
55,2545391,723491,5,0.85,1.0,0,positive_reaction,@AmazonHelp When you make such a blunder you shouldn't worry about the order number being made public. Please focus on getting my friend a replacement asap. || @AmazonHelp I sure hope so. Thanks for the prompt reply.,"@723491 Apologies for the hassle. Kindly request your friend to contact us here: https://t.co/vlvfJr4nN9. We will assist further. Please don't provide your order details, we consider it to be personal information. Our page is visible to the public. ^JS || @723491 Thank you for the confirmation. Our support team will look into the concern and update the account holder accordingly. ^AM || @723491 Appreciate your understanding. Please feel free to get back to us for further concerns. ^BV",YES,YES,YES,NO,,YES,YES,YES,NO
1,869856,326542,4,1.0,0.0,0,negative_reaction,@AmazonHelp It's been 5 days. I haven't got my cash back. I purchased prime membership &amp; added money to wallet on same day. || @AmazonHelp You said it will be solved by 28th. Still not solved.,@326542 I'm sorry to know about the delay in cashback. Please reach out to us here: https://t.co/vlvfJr4nN9 we'd like to help. ^SG || @326542 I'm sorry about the delay. Kindly share your details here: https://t.co/GIJyeYqKE0 and I'll look into this. ^SG,NO,YES,YES,NO,,NO,NO,YES,NO
99,2011963,594938,4,0.7,0.0,1,neutral_reaction,"@AmazonHelp It’s saying we are unable to find ur order and the call is been disconnected || @115850 
Please help me Team I lost 199 on Amazon pay While recharging jio
It was unsuccessful only 200₹ was refunded
199₹ was not there",@594938 I’d like to understand this better. Please fill this form: https://t.co/beaaDm0muc and I’ll contact you at the earliest. ^RD || @594938 We've responded to your query via DM. Please check. ^HD,YES,NO,YES,NO,,NO,NO,YES,YES
151,1608593,158377,6,0.4,1.0,1,neutral_reaction,@115850 pls respond to DM. :) || @AmazonHelp I haven’t received a reply. ??? || @AmazonHelp 😇❣️ || @AmazonHelp Any update ? :),"@158377 We've responded to your DM, kindly check and revert. ^OS || @158377 We've escalated the details to our team internally. We'll reach out to you once we have an update. ^GK",NO,YES,YES,YES,,NO,YES,YES,YES
93,619973,267153,2,0.75,0.0,0,no_action_observed,"@120533 Bonjour, si on ne va pas chercher un colis a la poste et qu'il vous est retourné, peut-on être remboursé comme un retour classique ?","@267153 Bonjour, effectivement, le remboursement sera déclenché automatiquement dès réception du colis par l'entrepôt. ^SB",YES,YES,NO,NO,,NO,NO,NO,NO
156,2724491,632916,3,1.0,0.0,1,neutral_reaction,"@115850 has lost its credibility to provide the product in time. Third time it has happened with me. 3 calls, 3 DMs, 1 mail and still you are contacting your courier team. #Noresponsibility #BadExperience #GiftNotDelivered @AmazonHelp || @AmazonHelp yes,  tracking ID is 967100274680 and Order Id: 404-2150215-3849126","@632916 My apologies for the experience you've had, Gaurav. We certainly did never wanted you to face such trouble. We will have this checked further. Please let us know if you've filled in your details via the link provided to you over the DM. ^KS",NO,YES,YES,YES,,NO,NO,YES,YES
5,2974816,820436,4,1.0,0.0,0,neutral_reaction,"@UPSHelp @115817 I’m pretty sure @115821 didn’t ship my package with 1/6 of the box missing. https://t.co/KT8ADwb19h || @UPSHelp @115817 @115821 Or maybe they did? || @AmazonHelp The interior box was a little messed up, but the vacuum seems like it’s probably ok https://t.co/TDuAZZBAhb",@820436 I'm sorry you received your order in this packaging! Is the item okay? Please let us know. We'd also like to document your feedback here: https://t.co/9D0EQR6Upv  ^SE,YES,YES,YES,NO,,NO,NO,YES,NO
168,1578308,486087,2,0.75,0.0,1,no_action_observed,@115821 needs to be fixed pronto. not a minor oversight.  even $100 a big deal to many ppl.  Cust. since 2004 &amp; never been so disappointed.,@486087 I replied to your Direct Message. ^SJ,NO,NO,NO,YES,,NO,NO,NO,YES
126,2632946,743429,4,0.7,0.0,0,neutral_reaction,"@AmazonHelp - Why all the orders are in ""Payment Complete"" status in my seller dashboard? || @AmazonHelp Yes. I'm a seller.",@743429 Could you please confirm if you are a seller on our platform so that we can assist you accordingly. ^BA || @743429 Request you to please contact our seller support team here: https://t.co/hITbmQzz2y and we'll look into this. ^MK,YES,YES,YES,NO,,NO,NO,YES,NO
98,760425,301694,6,0.75,0.0,0,neutral_reaction,"non male @120540, solo 12 giorni di ritardo (se tutto va bene), però anche un buono da 5€ per il disagio || @AmazonHelp sì lunedì 16, ma doveva arrivare mercoledì 4 || @AmazonHelp sì oggi","@301694 Mi dispiace per il ritardo Antonio, ti è stata fornita una nuova data di consegna? ^MZ || @301694 Mi spiace, il tuo ordine è stato già spedito? ^ST || @301694 Grazie per il riscontro. Rimaniamo a tua disposizione! A presto! ^GA",YES,NO,YES,NO,,NO,NO,YES,NO
154,1120423,384338,4,1.0,0.0,0,positive_reaction,"@115821 why are you still carrying suppliers like NEWCHIC? From China..fraudulent company!! 
They will not refund, send wrong colors.fraud || @AmazonHelp It was a third party from china! You guys settled it...thank you..but I see another one on doing the same thing-newchic.","@384338 Sorry for your previous experience with us! Have you had a chance to leave seller feedback: https://t.co/FkGWGmmsHj ^JZ || @384338 Just to confirm, are you also having an issue with an order from the new seller? ^BH",YES,YES,YES,NO,,NO,NO,YES,NO
9,239427,172891,5,0.25,0.0,1,positive_reaction,"@AmazonHelp Hi, I have DM you. || @AmazonHelp Waste of time 😔 || @AmazonHelp Thank you, I have replied.",@172891 Thanks for letting us know. We've replied to your DM. ^GG || @172891 I've replied to your DMs. Please see there for more information. ^CL,NO,YES,NO,YES,,NO,NO,YES,YES
84,2855169,793641,7,0.75,1.0,0,neutral_reaction,"Black Friday highspots and @115821 screwed me again on packaging but what do you get #ProWrestling #4Horsemen #oleAnderson #ArnAnderson #TullyBlanchard #BrianPillman #RicFlair #Mankind #BlackFriday #HighSpots #FUAmazon https://t.co/QY77ywxOV2 || @AmazonHelp  https://t.co/iFi2qjjOos || @AmazonHelp All feedback I’ve left on damaged good couldn’t be posted for some reason, but all positive feedback I’ve left in the past could, I’m basically getting ripped off after being assured it wouldn’t happen again || @AmazonHelp Just got done chatting with someone all they wanted was for me to return the stuff and they refund it, not good enough to me especially since his is the 3rd it’s happend","@793641 I'm sorry for the issue with the items you've ordered. Did they arrived undamaged? ^DO || @793641 I apologize for the inconvenience! In some cases, replacements may not be available so returning for a refund would be the best option. Please also be sure to leave package feedback here: https://t.co/8IBgtlyXLo ^CS || @793641 We'd like a chance to take a look at this with you. When you have the time, please reach out to us via phone or chat here: https://t.co/hApLpMlfHN ^KP",YES,YES,YES,NO,,YES,YES,YES,NO
160,848196,321574,4,0.75,1.0,0,positive_reaction,@117634 How do I export the notes I have been on the couple of books? I can't find any straight forward way at all. HELP. || @AmazonHelp Sorted. Thanks!,"@321574 Please reach to our support team here: https://t.co/tc3VJIYzxn and we'll check this. ^HN || @321574 You're welcome, Rishi! Do keep us posted for further concerns. ^HD",YES,YES,YES,NO,,YES,YES,YES,NO
86,2290929,665426,2,1.0,1.0,0,silence_after_action,@115850 charged ₹ 197 to a prime customer for an item whose printed MRP turned out to be ₹150 when the pack was delivered and opened. No response to feedback given,@665426 I’m sorry about the unpleasant experience. Please escalate this to our support team here: https://t.co/vlvfJr4nN9. We’ll look into it. ^SB,YES,YES,NO,NO,,YES,YES,NO,NO
87,2910317,805699,6,0.75,1.0,0,negative_reaction,@115830 your customer service is abismal. You have just lost a loyal customer through giving me the wrong advice and costing me money || @AmazonHelp I bought a product off you and then cancelled as found cheaper. You still delivered and tried to charge me returns. Your advisor said they would advance refund so I could return and still buy product elsewhere. Refund never came and now I’m out of pocket as deal elsewhere has end || @AmazonHelp I’ve emailed your ceo and the response I was given was sorry for being given the wrong advice by the agent and I can still return the goods if I wish. It’s TOO LATE now. The offer has ended. I am out of pocket. Something NOBODY at amazon can seem to understand || @AmazonHelp @115830  I see you have chosen to ignore the issue due to not having an answer @115851,"@805699 I'm so sorry for the poor experience you've had with us, Johnathon! Without providing personal or account info, could you tell us what the original issue was? We'd love to help! ^AR || @805699 This isn't what we like to hear! Refunds typically take 3-5 days to appear on your billing statement. Do you remember how long ago the refund was requested? Did you ever receive a confirmation e-mail? ^BH",YES,YES,YES,NO,,YES,YES,YES,NO
14,845680,321014,10,0.7,1.0,1,neutral_reaction,@AmazonHelp Will do! Account has been hijacked. Hope to hear from someone sooner rather than later. || @AmazonHelp I have been going back &amp; forth via email. Which is getting me no where. How do I talk to someone that can actually help?!? || @AmazonHelp No. I just seem to be getting the same ‘stock’ email. || @AmazonHelp  https://t.co/FZhMrc4tMh || @AmazonHelp Whenever I respond this is the email that keeps coming to me || @115821 - I didn’t realize that you hired account ‘spiritualists’ to handle account issues. Interesting #Amazon #myaccountsbeenhaked https://t.co/Tex56PK36S,"@321014 I'm sorry to hear this, Rebecca. Have our Specialists requested any additional information? ^BL || @321014 Hmm... that is odd, Rebecca. What exactly does the email you receive say? Does it ask you to fax something to us? ^AD || @321014 We're here to help! I've responded to your DM. ^JE || @321014 I'm sorry for the miscommunication. Please keep us updated on the response from our Account Specialists. ^JP",YES,YES,YES,YES,,NO,YES,YES,YES
35,792046,308866,6,0.75,0.0,1,positive_reaction,@AmazonHelp can you DM me please there is a copyright issue with a book on your kindle store! I get pretty pissed off when someone's 1/2 || @AmazonHelp Sent and explaining something I had hoped not to discuss again with strangers || @AmazonHelp Thank you || @AmazonHelp Thank you for your quick  responce,@308866 I have enabled direct messaging so we can work together. Please provide a link to the book via DM and we'll go from there! ^FD https://t.co/1XyLaGkcaN || @308866 I've received your DM and I'll be replying there. ^LB,YES,YES,YES,YES,,NO,NO,YES,YES
174,1753347,528144,4,1.0,0.0,0,positive_reaction,Hey @115830 Driver dropped a parcel with my neighbour today. Told him there shd be 2 but he cdn’t find the other. What shd I do now? || @AmazonHelp Thank you || @AmazonHelp Book now showing as delivered on my account - no sign of it.,@528144 I'm sorry you didn't receive your whole order. Give us a call and we'll get you taken care of.  https://t.co/JzP7hlA23B ^EM,YES,YES,YES,NO,,NO,NO,YES,NO
94,1321660,428545,3,1.0,1.0,0,negative_reaction,"@115850 @121294 I can't find #Amazon prime video app in my LG smart TV, why so? I don't see the app in search list too!😥 || @AmazonHelp Thank you! My TV (LG Smart) does support all video formats but can't C d Amazon prime App (unlike #Netflix) @121294 can you pls help?","@428545 No worries, Janmejoy. You could check the reason and find a work around here in this page: https://t.co/c1lEHJ4yzH ^JC",YES,YES,YES,NO,,YES,YES,YES,NO
181,950260,345385,4,1.0,0.0,1,positive_reaction,@115821 has the worst delivery service. They have contractors that are rude and lazy. Where is the customer service training? || @AmazonHelp Thank u for getting back to me so quickly. May I send a private message? Long story,"@345385 This certainly isn't what we like to hear, Liz! We'd like to help. Do you care to tell us more about what happened? HC || @345385 We have your DM and we'll be replying shortly. ^EP",NO,NO,YES,YES,,NO,NO,YES,YES
34,2790617,778860,4,1.0,1.0,0,negative_reaction,"Lovely @AmazonHelp and @118706 say my item was delivered today but it's not here. And there's no where to contact Amazon about that in the app or to ""return"" a product you didn't receive. And I need it today! || @AmazonHelp That link doesn't go to any tips. Just my order page where I can't do anything about the fact my package says it was delivered but wasn't.","@778860 I'm sorry about this experience! Here are some tips that may help find your package: https://t.co/pmKMJfkBoB ^TR || @778860 Oh no! I'm so sorry about that, Tracy! Try this link: https://t.co/Y4hwXoNXVw for locating your package! If it is still missing, reach out to us here: https://t.co/hApLpMlfHN for assistance with this! Keep us updated! ^FR",YES,YES,YES,NO,,YES,YES,YES,NO
22,492239,232320,2,0.85,0.0,1,no_action_observed,@AmazonHelp can y’all respond to my DM 20 dollars in my bank account depends on it 😔,@232320 We've responded to your Direct Message! Let us know what we can do to help! ^MT,NO,NO,NO,YES,,NO,NO,NO,YES
133,975060,337836,22,0.75,1.0,1,negative_reaction,"@AmazonHelp @115850  nw i m going2 promote d hashtag called #amazonCheats u hv tkn fight wid wrong media person.. ORM team gona hv bad tym || @AmazonHelp hv alrdy told u guys. chk ur dm, u were supos to cl me to sort this. nw i expect this to b sorted within 2hours, els drgn this2consumr court || @AmazonHelp @115821 @115850  ur team isnt efficient... || @AmazonHelp @115821 @115850 @118702 @122599 seems better options now.. atlst thy dnt cheat custmr by cling thm prime membrs deservng prime services.. || @AmazonHelp kindly chk DM, i hv messged ystdy itself. doing it again || @AmazonHelp hw mny times i need to do this?? i hv done it ystdy. pls chk befr syng anythg... || @AmazonHelp ur mail says nthg bt apolgy.  wt shd i do with it nw? i need solution || @AmazonHelp m i hv responded to ur emails. nw if u done plyng reply reply cn u fix the issue. || @AmazonHelp no solution yet, i expected a call frm support team, seems like without a legal case you guyrs arnt gona support. alright. #amazonCheats || @AmazonHelp if its nt delivered tdy the purpose is lost. wtevr u doing shd fix my issues tdy, as mentioned tmrw is wrkng day n i wont b there at home || @AmazonHelp if i dnt gt contct details of delivry guy tmrw whn its disptched thn i m gona mk big deal abt this. ensure tht. sml thing kindly do this mch","@337836 That's quite a comment. Could you please tell us what went wrong, and we'll set thing's right. ^RD || @337836 We are awaiting your DM. You may elaborate your concern here for better understanding. ^RW || @337836 We've sent a correspondence to your registered email ID here: https://t.co/NTkrxpsbHJ. Kindly check. ^PS || @337836 As you've already filled the details, you should've received a correspondence from our team. Kindly check the same. ^AP || @337836 We're following up with your concern here: https://t.co/gmJFME5n2C please refer. ^AG || @337836 We have replied to your DM. ^MJ || @337836 I'm sorry about the stretch. We're working on this and we'll update you soon. ^AR || @337836 We are working on your concern and will ensure to close it at the earliest. Kindly bear with us for a small span of time. ^CB || @337836 and I'm positive your order will be delivered. 2/2^AR || @337836 We dispatch to meet the estimated delivery date. Request you to wait until the estimated delivery date 1/2^AR || @337836 Appreciate your patience. Do keep us posted. ^RW",YES,YES,YES,YES,,NO,YES,YES,YES
191,372168,204171,4,0.0,0.0,0,neutral_reaction,"@AmazonHelp Obrigado. || @117086 o Amazon Prime Vídeo é pago? Se sim (o que é óbvio) quanto custa, aproximadamente, e à quais conteúdos se tem acesso ?","@204171 De nada, estamos para ajudar! ^CR || @204171 Olá Anderson! Você pode encontrar todas essas informações no seguinte link: https://t.co/RbSFaR4Ieu ^HC",YES,YES,NO,NO,,NO,NO,YES,NO
88,2450868,702366,3,0.6,0.0,0,negative_reaction,Binge watching an 18+ series isn't fun on @116618. Yes I'm still old enough 45mins later... 😑 || @AmazonHelp That just works for parental control. You can't turn off the pin requirement for 18+ content. Thank you anyway!,"@702366 If you'd like, you can turn viewing restrictions off. You can learn how here: https://t.co/c0T58hT1Xp Keep us posted! ^LB",YES,YES,YES,NO,,NO,NO,YES,NO
122,2787693,778235,5,0.85,0.0,1,neutral_reaction,"@AmazonHelp hey so my mum ordered my birthday present for today and the email says it's tried to be delivered twice but no one has even knocked on the door so we're quite angry || @AmazonHelp I'll send you guys a DM! || @AmazonHelp Sent the DM, it includes a picture with the order number and what's happening","@778235 Truly sorry for the wait, we're here to help! With Twitter, we have no access to any account or order information. What does the tracking currently display? Check here: https://t.co/aaDyEz1VgE and please let us know! ^JE || @778235 I've replied to your DM. Thanks! ^ST",NO,YES,YES,YES,,NO,NO,YES,YES
109,1370162,438934,10,0.0,1.0,1,neutral_reaction,@AmazonHelp I need help. || @AmazonHelp I can DM you or you can DM me but I need some answers. Now. || @AmazonHelp I ordered an item Monday morning for 1-day shipping for a trip this weekend. It says it’s gonna be delivered today by 8PM and ...cont. || @AmazonHelp ...and still hasn’t shipped. There’s an hour and half left and I’ve wasted my whole evening waiting when I should have left hours earlier || @AmazonHelp https://t.co/05ImsA2I1L || @AmazonHelp Waited 20 minutes to be told the item is out of stock. What a joke. Time was completely wasted...,"@438934 Thanks for reaching out to us today, Mitch! What can we help you with? Please don't include any personal account information! ^ML || @438934 Hey sure you can message us here! ^LS https://t.co/1XyLaGkcaN || @438934 I'm sorry for the wait you've been through! Could you provide us a link to the item so we may check the current availability? ^WM || @438934 The main detail page lists another seller now. We'd like to help! Please contact us via phone/chat here: https://t.co/hApLpMlfHN ^AJ",YES,YES,YES,YES,,NO,YES,YES,YES
104,1212741,404635,4,0.85,0.0,1,neutral_reaction,@AmazonHelp So my account has been blocked once again for no reason (or atleast it wasn't told to me) i'm getting a little sick of this. why do my accounts keep getting blocked?? || @AmazonHelp I have not recieved any email. Can we take this to the DM?,@404635 Sorry to hear about your account! Have you received an e-mail from an Account Specialist? We're here to help! ^AB || @404635 Definitely! Please feel free to DM us. ^AB https://t.co/1XyLaGkcaN,NO,NO,YES,YES,,NO,NO,YES,YES
146,2379749,334910,4,0.85,1.0,0,neutral_reaction,"@AmazonHelp curious where my refund is. Item got lost last week, supposed to be delivered last Tuesday via Amazon. Got a refund started Thursday evening. Still nothing. || @AmazonHelp Yeah received an email for three items to be refunded all processed on the same day. One refund has already been received (received over the weekend). Stuff still states delivery date of November 9 but provides option to start a refund or cancellation.","@334910 I'm sorry about the wait, Michael! Refunds typically take 3-5 business days to process. Did you receive any e-mail updates about your refund here: https://t.co/W90WottGrJ? ^SH || @334910 We'd like to take a closer look into this with you. Please reach us by chat or phone for direct assistance via our Contact Us page here: https://t.co/hApLpMlfHN  ^SE",YES,YES,YES,NO,,YES,YES,YES,NO
