annotation_id,conversation_id,human_evidence_complete,query_intent,query_state,policy,selected_conversation_id,selected_semantic_similarity,selected_ec_score,selected_intent_score,selected_state_score,selected_evidence_tier,candidate_pool_size,source_excluded
38,2959926,YES,delivery,unknown,semantic_intent,2428235,0.7762129902839661,0.58,1.0,0.0,MEDIUM,20,True
38,2959926,YES,delivery,unknown,semantic_ec,466661,0.7428677082061768,0.82,1.0,0.0,HIGH,20,True
38,2959926,YES,delivery,unknown,full,466661,0.7428677082061768,0.82,1.0,0.0,HIGH,20,True
159,279987,YES,unknown,unknown,semantic_only,716078,0.8211896419525146,0.13,0.0,0.0,LOW,20,True
159,279987,YES,unknown,unknown,semantic_intent,716078,0.8211896419525146,0.13,0.0,0.0,LOW,20,True
159,279987,YES,unknown,unknown,semantic_ec,2447371,0.8065774440765381,0.25,0.0,0.0,LOW,20,True
159,279987,YES,unknown,unknown,full,2447371,0.8065774440765381,0.25,0.0,0.0,LOW,20,True
70,2429494,YES,unknown,unknown,semantic_only,2690658,0.723773717880249,0.31,0.0,0.0,LOW,20,True
70,2429494,YES,unknown,unknown,semantic_intent,2690658,0.723773717880249,0.31,0.0,0.0,LOW,20,True
70,2429494,YES,unknown,unknown,semantic_ec,1258289,0.5677458047866821,0.805,0.0,0.0,HIGH,20,True
70,2429494,YES,unknown,unknown,full,1258289,0.5677458047866821,0.805,0.0,0.0,HIGH,20,True
90,2789030,YES,unknown,unknown,semantic_only,2760882,0.785555899143219,0.25,0.0,0.0,LOW,20,True
90,2789030,YES,unknown,unknown,semantic_intent,2760882,0.785555899143219,0.25,0.0,0.0,LOW,20,True
90,2789030,YES,unknown,unknown,semantic_ec,646693,0.7525635957717896,0.355,0.0,0.0,LOW,20,True
90,2789030,YES,unknown,unknown,full,646693,0.7525635957717896,0.355,0.0,0.0,LOW,20,True
3,907089,NO,unknown,unknown,semantic_only,740435,0.9385631084442139,0.075,0.0,0.0,LOW,20,True
3,907089,NO,unknown,unknown,semantic_intent,740435,0.9385631084442139,0.075,0.0,0.0,LOW,20,True
3,907089,NO,unknown,unknown,semantic_ec,1240425,0.9036677479743958,0.52,0.0,0.0,MEDIUM,20,True
3,907089,NO,unknown,unknown,full,1240425,0.9036677479743958,0.52,0.0,0.0,MEDIUM,20,True
20,1445421,YES,delivery,unknown,semantic_only,1573566,0.887027382850647,0.52,1.0,0.0,MEDIUM,20,True
20,1445421,YES,delivery,unknown,semantic_intent,1573566,0.887027382850647,0.52,1.0,0.0,MEDIUM,20,True
20,1445421,YES,delivery,unknown,semantic_ec,2894665,0.8133819699287415,0.88,1.0,0.0,HIGH,20,True
20,1445421,YES,delivery,unknown,full,2894665,0.8133819699287415,0.88,1.0,0.0,HIGH,20,True
68,897610,NO,unknown,unknown,semantic_only,959362,0.944010853767395,0.075,0.0,0.0,LOW,20,True
68,897610,NO,unknown,unknown,semantic_intent,959362,0.944010853767395,0.075,0.0,0.0,LOW,20,True
68,897610,NO,unknown,unknown,semantic_ec,476882,0.9365352392196655,0.685,0.0,0.0,MEDIUM,20,True
68,897610,NO,unknown,unknown,full,476882,0.9365352392196655,0.685,0.0,0.0,MEDIUM,20,True
176,2926326,YES,delivery,unknown,semantic_only,776047,0.8359516263008118,0.775,1.0,0.0,HIGH,20,True
176,2926326,YES,delivery,unknown,semantic_intent,776047,0.8359516263008118,0.775,1.0,0.0,HIGH,20,True
176,2926326,YES,delivery,unknown,semantic_ec,2446264,0.802826464176178,0.88,1.0,0.0,HIGH,20,True
176,2926326,YES,delivery,unknown,full,2446264,0.802826464176178,0.88,1.0,0.0,HIGH,20,True
52,1430379,YES,unknown,unknown,semantic_only,2309766,0.5636670589447021,0.82,0.0,0.0,HIGH,20,True
52,1430379,YES,unknown,unknown,semantic_intent,2309766,0.5636670589447021,0.82,0.0,0.0,HIGH,20,True
52,1430379,YES,unknown,unknown,semantic_ec,2309766,0.5636670589447021,0.82,0.0,0.0,HIGH,20,True
52,1430379,YES,unknown,unknown,full,2309766,0.5636670589447021,0.82,0.0,0.0,HIGH,20,True
79,1043150,NO,technical,unknown,semantic_only,2288278,0.8264391422271729,0.4,0.0,0.0,LOW,20,True
79,1043150,NO,technical,unknown,semantic_intent,2540392,0.8230520486831665,0.52,1.0,0.0,MEDIUM,20,True
79,1043150,NO,technical,unknown,semantic_ec,2557176,0.8126994371414185,0.88,0.0,0.0,HIGH,20,True
79,1043150,NO,technical,unknown,full,1723361,0.8038383722305298,0.745,1.0,0.0,MEDIUM,20,True
44,727818,YES,delivery,unknown,semantic_only,1406978,0.7914732694625854,0.76,1.0,0.0,HIGH,20,True
44,727818,YES,delivery,unknown,semantic_intent,1406978,0.7914732694625854,0.76,1.0,0.0,HIGH,20,True
44,727818,YES,delivery,unknown,semantic_ec,2293382,0.7506082057952881,0.88,1.0,0.0,HIGH,20,True
44,727818,YES,delivery,unknown,full,2293382,0.7506082057952881,0.88,1.0,0.0,HIGH,20,True
65,493271,YES,product,replacement,semantic_only,2342905,0.6982614994049072,0.445,0.0,0.0,LOW,20,True
65,493271,YES,product,replacement,semantic_intent,790642,0.6760144233703613,0.43,1.0,0.0,LOW,20,True
65,493271,YES,product,replacement,semantic_ec,930455,0.6474810838699341,0.835,0.0,0.0,HIGH,20,True
65,493271,YES,product,replacement,full,790642,0.6760144233703613,0.43,1.0,0.0,LOW,20,True
67,1264452,YES,refund,refund,semantic_only,180933,0.7888470888137817,0.7,1.0,1.0,MEDIUM,20,True
67,1264452,YES,refund,refund,semantic_intent,180933,0.7888470888137817,0.7,1.0,1.0,MEDIUM,20,True
67,1264452,YES,refund,refund,semantic_ec,1094260,0.7744156122207642,0.865,0.0,0.0,HIGH,20,True
67,1264452,YES,refund,refund,full,2692705,0.7691736817359924,0.865,1.0,1.0,HIGH,20,True
144,1701059,YES,return,late,semantic_only,377042,0.7707502245903015,0.7,0.0,0.0,MEDIUM,20,True
144,1701059,YES,return,late,semantic_intent,315217,0.722589373588562,0.745,1.0,0.0,MEDIUM,20,True
144,1701059,YES,return,late,semantic_ec,382812,0.7538567185401917,0.835,0.0,0.0,HIGH,20,True
144,1701059,YES,return,late,full,315217,0.722589373588562,0.745,1.0,0.0,MEDIUM,20,True
62,830139,NO,payment,unknown,semantic_only,2485651,0.7135134339332581,0.82,0.0,0.0,HIGH,20,True
62,830139,NO,payment,unknown,semantic_intent,593449,0.6815154552459717,0.46,1.0,0.0,LOW,20,True
62,830139,NO,payment,unknown,semantic_ec,2485651,0.7135134339332581,0.82,0.0,0.0,HIGH,20,True
62,830139,NO,payment,unknown,full,765755,0.6295416951179504,0.745,1.0,0.0,MEDIUM,20,True
21,379772,YES,payment,cancelled,semantic_only,2547050,0.7892637848854065,0.52,0.0,0.5,MEDIUM,20,True
21,379772,YES,payment,cancelled,semantic_intent,1450097,0.7110173106193542,0.64,1.0,0.0,MEDIUM,20,True
21,379772,YES,payment,cancelled,semantic_ec,2460750,0.7672609090805054,0.745,0.5,0.0,MEDIUM,20,True
21,379772,YES,payment,cancelled,full,1450097,0.7110173106193542,0.64,1.0,0.0,MEDIUM,20,True
145,915403,YES,payment,cancelled,semantic_only,845755,0.7723482847213745,0.745,0.5,1.0,MEDIUM,20,True
145,915403,YES,payment,cancelled,semantic_intent,845755,0.7723482847213745,0.745,0.5,1.0,MEDIUM,20,True
145,915403,YES,payment,cancelled,semantic_ec,423978,0.7581662535667419,0.91,0.5,0.0,HIGH,20,True
145,915403,YES,payment,cancelled,full,829521,0.7239163517951965,0.91,0.5,1.0,HIGH,20,True
155,2332742,YES,technical,unknown,semantic_only,1714325,0.7684469819068909,0.445,0.0,0.0,LOW,20,True
155,2332742,YES,technical,unknown,semantic_intent,1364748,0.7100117206573486,0.415,1.0,0.0,LOW,20,True
155,2332742,YES,technical,unknown,semantic_ec,2216600,0.6655653715133667,0.835,0.0,0.0,HIGH,20,True
155,2332742,YES,technical,unknown,full,1364748,0.7100117206573486,0.415,1.0,0.0,LOW,20,True
184,2964021,YES,refund,refund,semantic_only,1887821,0.7677798867225647,0.79,1.0,0.0,HIGH,20,True
184,2964021,YES,refund,refund,semantic_intent,1887821,0.7677798867225647,0.79,1.0,0.0,HIGH,20,True
184,2964021,YES,refund,refund,semantic_ec,779245,0.7330219149589539,1.0,1.0,1.0,HIGH,20,True
184,2964021,YES,refund,refund,full,779245,0.7330219149589539,1.0,1.0,1.0,HIGH,20,True
15,1699752,YES,product,unknown,semantic_only,2192576,0.7561012506484985,0.445,0.0,0.0,LOW,20,True
15,1699752,YES,product,unknown,semantic_intent,1250346,0.6186719536781311,0.445,1.0,0.0,LOW,20,True
15,1699752,YES,product,unknown,semantic_ec,64065,0.6209678649902344,0.805,0.0,0.0,HIGH,20,True
15,1699752,YES,product,unknown,full,1250346,0.6186719536781311,0.445,1.0,0.0,LOW,20,True
141,2827333,NO,order,unknown,semantic_only,940504,0.8184592723846436,0.475,0.5,0.0,LOW,20,True
141,2827333,NO,order,unknown,semantic_intent,845755,0.795859694480896,0.745,1.0,0.0,MEDIUM,20,True
141,2827333,NO,order,unknown,semantic_ec,279190,0.7750674486160278,0.91,0.0,0.0,HIGH,20,True
141,2827333,NO,order,unknown,full,18696,0.7710939049720764,0.865,1.0,0.0,HIGH,20,True
140,1483559,YES,return,unknown,semantic_only,348957,0.8675363063812256,0.52,0.5,0.0,MEDIUM,20,True
140,1483559,YES,return,unknown,semantic_intent,348957,0.8675363063812256,0.52,0.5,0.0,MEDIUM,20,True
140,1483559,YES,return,unknown,semantic_ec,2402371,0.8259835839271545,0.745,0.0,0.0,MEDIUM,20,True
140,1483559,YES,return,unknown,full,348957,0.8675363063812256,0.52,0.5,0.0,MEDIUM,20,True
76,1616321,NO,delivery,unknown,semantic_only,857700,0.7725952863693237,0.52,1.0,0.0,MEDIUM,20,True
76,1616321,NO,delivery,unknown,semantic_intent,857700,0.7725952863693237,0.52,1.0,0.0,MEDIUM,20,True
76,1616321,NO,delivery,unknown,semantic_ec,970984,0.7293737530708313,0.88,1.0,0.0,HIGH,20,True
76,1616321,NO,delivery,unknown,full,970984,0.7293737530708313,0.88,1.0,0.0,HIGH,20,True
80,1034668,NO,order,unknown,semantic_only,1123369,0.8781250715255737,0.595,0.5,0.0,MEDIUM,20,True
80,1034668,NO,order,unknown,semantic_intent,1664047,0.8660773038864136,0.58,1.0,0.0,MEDIUM,20,True
80,1034668,NO,order,unknown,semantic_ec,1117992,0.8319846391677856,0.91,0.5,0.0,HIGH,20,True
80,1034668,NO,order,unknown,full,1474046,0.8370682597160339,0.745,1.0,0.0,MEDIUM,20,True
